docid,title,author,inferred_date,pages_fic,pct_fic,totalpages
mdp.39015078548206,"The works of Daniel Defoe, carefully selected from the most authentic sources","Defoe, Daniel,",1903,519,0.82,632
mdp.39015031232336,Microcosmographie,"Earle, John,",1903,202,0.64,318
uc2.ark+=13960=t2v40v095,Charles Reade as I knew him,"Coleman, John,",1903,220,0.45,494
mdp.39015062973634,Even as you and I;,"Hall, Bolton,",1903,74,0.66,112
mdp.39015078575910,The authorship of 'Robinson Crusoe.',"Purves, William Laidlaw,",1903,36,0.51,70
mdp.39015078576058,"The ""O"" edition of 'Robeson Cruso'","Purves, William Laidlaw,",1903,42,0.62,68
uc2.ark+=13960=t7vm4gd68,The untilled field,"Moore, George,",1903,415,0.93,446
mdp.39015010683418,Cruikshsank's water colours;,"Grego, Joseph,",1903,333,0.55,610
mdp.39015030009701,The rock tombs of El Amarna,"Davies, Norman de Garis,",1903,99,0.47,210
mdp.39015008982939,The story of Cupid & Psyche,Apuleius.,1903,94,0.75,126
mdp.39015014287554,Prince Hagen;,"Sinclair, Upton,",1903,198,0.68,292
mdp.39015005594893,Romantic tales from the Panjâb,"Swynnerton, Charles.",1903,269,0.51,532
uc1.b3546630,The works of Henry Fielding,"Fielding, Henry,",1903,266,0.89,299
mdp.39015063994720,The works of Henry Fielding,"Fielding, Henry,",1903,343,0.88,390
uc1.b3546733,The works of Henry Fielding,"Fielding, Henry,",1903,167,0.45,372
mdp.39015059722002,Forest neighbors;,"Hulbert, William Davenport,",1903,273,0.88,310
uc2.ark+=13960=t1gh9f21r,The works of John Ruskin,"Ruskin, John,",1903,260,0.4,642
mdp.39015051597329,My friends from the fifties,"Bell, Julia N.",1903,92,0.79,116
mdp.39015064564498,Roving hearts,"Prichard, K.",1903,289,0.89,326
mdp.39015064808614,Lovely woman,"Crosland, T. W. H.",1903,103,0.47,219
uc2.ark+=13960=t5h99045j,With Kitchener in the Soudan,"Henty, G. A.",1903,168,0.38,446
wu.89094592698,"The one strand river, and other fairy tales","Hall, Alice Marples.",1903,225,0.85,264
inu.39000002156706,The hill of trouble and other stories,"Benson, Arthur Christopher,",1903,394,0.93,422
uc1.b4101598,The Great Inquiry (only authorised version),"Belloc, Hilaire,",1903,21,0.29,72
uc2.ark+=13960=t2x34vk3p,Lucian the dreamer,"Fletcher, J. S.",1903,244,0.92,264
nyp.33433006778165,Sea-wrack,"Bullen, Frank Thomas,",1903,170,0.47,364
uc1.b4065768,"The Abbé Aubain, and Mosaics","Mérimée, Prosper,",1903,327,0.91,360
uc2.ark+=13960=t7cr60f6q,Piccadilly;,"Oliphant, Laurence,",1903,252,0.79,320
uc2.ark+=13960=t6834004d,Guy Livingstone,"Lawrence, George A.",1903,373,0.95,392
uc2.ark+=13960=t80k2979t,The parent's assistant,"Edgeworth, Maria,",1903,407,0.82,496
uc2.ark+=13960=t6zw1n353,Twelve stories and a dream,"Wells, H. G.",1903,345,0.83,414
uc2.ark+=13960=t9c53j310,The devil's keg;,"Cullum, Ridgwell,",1903,245,0.94,262
uc2.ark+=13960=t7gq6tz6z,Croppies lie down,"Buckley, William,",1903,511,0.97,528
uc2.ark+=13960=t1pg1m48k,The niece of Esther Lunne,"Everett-Green, Evelyn,",1903,342,0.95,360
uc2.ark+=13960=t9t14z12k,With the eyes of youth,"Black, William,",1903,227,0.8,284
nyp.33433082491535,Ibex shooting on the Himalayas,"Taylor, Neville.",1903,147,0.77,192
uc2.ark+=13960=t91837316,The adventurer in Spain,"Crockett, S. R.",1903,469,0.93,506
uc2.ark+=13960=t1bk19q11,Abraham's sacrifice,"Janson, Gustaf,",1903,283,0.77,368
uc2.ark+=13960=t18k76w44,Three rolling stones in Japan,"Watson, Gilbert,",1903,267,0.75,354
uc2.ark+=13960=t6nz83909,The masterfolk,"Macfall, Haldane,",1903,380,0.81,470
nyp.33433074966668,A free lance of to-day,"Clifford, Hugh Charles,",1903,217,0.59,366
njp.32101031789330,The story of the Laxdalers done into English,<blank>,1903,255,0.93,274
uc1.31822027093061,Lomai of Lenakel,"Paton, Frank Hume Lyall",1903,257,0.7,368
uc1.b2803611,"""Varsity types""","Rutter, Frank,",1903,108,0.47,232
uc2.ark+=13960=t23b5zw1b,Jacob Shumate;,"Wrixon, Henry John,",1903,371,0.73,508
uc2.ark+=13960=t4rj4bq28,He for God only,"Caffyn, Kathleen Mannington Hunt.",1903,358,0.97,368
uc2.ark+=13960=t3gx46k59,Christian Thal,"Francis, M. E.,",1903,422,0.96,438
uc2.ark+=13960=t0cv4bz5f,The Kempton-Wace letters,"London, Jack,",1903,92,0.36,256
nyp.33433074897475,The quaint companions,"Merrick, Leonard,",1903,296,0.92,320
uc2.ark+=13960=t9j38nn91,The Hebrew,"Steuart, John A.",1903,475,0.95,498
uc2.ark+=13960=t7xk8746k,Heroes of the Norselands,"Boult, Katharine F.",1903,182,0.79,230
uc2.ark+=13960=t2891457k,From a woman's note-book;,"Cook, Emily Constance (Baird),",1903,154,0.58,264
uc2.ark+=13960=t2h70874s,Kitwyk,"Lane, Anna Eichberg,",1903,355,0.94,378
uc2.ark+=13960=t3hx1810q,Mr. Woodhouse's correspondence,"Russell, George William Erskine,",1903,232,0.69,336
uc2.ark+=13960=t05x25n5d,The captain's toll-gate,"Stockton, Frank R.,",1903,350,0.83,424
uc2.ark+=13960=t83j3g41n,Tales and sayings,"Hicks, William Robert,",1903,83,0.73,114
uc2.ark+=13960=t1sf2sd86,The King's yard;,"Jeffery, Walter,",1903,276,0.93,296
uc2.ark+=13960=t7np2253s,The passionate hearts,"MacManus, Anna,",1903,118,0.84,140
wu.89006399182,A metamorphosis,"Marsh, Richard,",1903,394,0.87,454
uc2.ark+=13960=t1qf8s210,The works of Tobias Smollet;,"Smollett, T.",1903,316,0.92,344
nyp.33433075861934,Jacob Shumate;,"Wrixon, Henry John,",1903,371,0.73,508
uc2.ark+=13960=t9x063v68,Marty,"Winter, John Strange,",1903,303,0.92,328
uc2.ark+=13960=t9d50kr0m,Doctor Xavier,"Pemberton, Max,",1903,316,0.92,344
uc2.ark+=13960=t1zc80d7b,A new Messiah,"Cromie, Robert,",1903,290,0.85,342
uc2.ark+=13960=t5r78d63j,The cabinet of Irish literature;,"Read, Charles A.",1903,257,0.61,418
uc2.ark+=13960=t8nc6183d,On the wings of the wind,"Puddicombe, Anne Adaliza (Evans),",1903,344,0.95,362
uc2.ark+=13960=t6c25769c,[Collected works],"Doyle, Arthur Conan,",1903,336,0.9,372
uc2.ark+=13960=t2r49tn69,The children's book of moral lessons,"Gould, Frederick James,",1903,100,0.43,230
uc2.ark+=13960=t8df6vv7d,Legal T leaves,"Turner, Edward F.",1903,276,0.77,360
uc2.ark+=13960=t7mp57w71,The adventures of Harry Revel,"Quiller-Couch, Arthur,",1903,274,0.86,320
uc2.ark+=13960=t5s75kx4p,Two sides of the face;,"Quiller-Couch, Arthur,",1903,352,0.96,368
nyp.33433075763981,The light behind,"Ward, Josephine Mary Hope-Scott,",1903,295,0.89,330
uc1.b3331998,Burlesques,"Thackeray, William Makepeace,",1903,214,0.43,502
uc2.ark+=13960=t88g8q940,The conflict,"Braddon, M. E.",1903,392,0.96,410
njp.32101068604113,Memories of Vailima,"Field, Isobel,",1903,125,0.73,172
nyp.33433082128772,"The heptameron of the tales of Margaret, queen of Navarre","Marguerite,",1903,192,0.66,292
nyp.33433044068033,The ms. in a red box,"Hamilton, John A.",1903,329,0.92,358
nyp.33433074940622,A burgher Quixote,"Blackburn, Douglas,",1903,348,0.93,374
nyp.33433074946165,Jewel sowers,"Allonby, Edith.",1903,338,0.92,368
nyp.33433074946850,Our lady's inn;,"Clouston, J. Storer",1903,322,0.95,340
nyp.33433074945001,Six chapters of a man's life,"Cross, Victoria.",1903,295,0.89,330
nyp.33433074930805,"The Haggard side, being essays in fiction","Browne, J. H. Balfour",1903,181,0.81,224
nyp.33433074867494,Nine points of the law,"Jackson, Wilfrid Scarborough.",1903,296,0.95,312
nyp.33433074920558,Karl of Erbach,"Bailey, H. C.",1903,319,0.91,350
nyp.33433074920582,THe master of gray,"Bailey, H. C.",1903,312,0.93,334
nyp.33433074859814,The world masters,"Griffith, George Chetwynd.",1903,269,0.76,352
nyp.33433074893045,The rising generation,"Maud, Constance Elizabeth.",1903,292,0.86,338
nyp.33433074950126,The tideway;,"Clare, Austin.",1903,365,0.87,420
nyp.33433074942776,The queen can do no wrong;,"Compton, Herbert,",1903,343,0.79,436
nyp.33433074963822,Cornelius,"De La Pasture, Henry,",1903,380,0.97,392
nyp.33433074855457,Barty's star,"Gale, Norman,",1903,112,0.88,128
nyp.33433074876818,The progress of Priscilla,"Cleeve, Lucas,",1903,296,0.91,324
nyp.33433074895479,One another's burdens,"Mann, Mary E.",1903,334,0.87,384
nyp.33433075861348,The triumph of Jill,"Young, Florence Ethel Mills,",1903,281,0.86,328
nyp.33433075867162,Jerusalem,"Lagerlöf, Selma,",1903,380,0.91,416
nyp.33433079545863,"The Golden mermaid, and other stories from the fairy books",<blank>,1903,185,0.89,208
nyp.33433088075381,The magic city and other fairy tales,"Syrett, Netta.",1903,271,0.91,298
nyp.33433074873120,The wizard's aunt,"Laing, Janet.",1903,338,0.94,360
nyp.33433081587598,The dule tree of Cassillis,"Robertson, William,",1903,313,0.87,360
nyp.33433075764336,The gap in the garden,"Wathen-Bartlett, Vanda.",1903,362,0.96,378
nyp.33433082268271,The Valkyries,"Benson, E. F.",1903,195,0.72,272
uiuo.ark+=13960=t1dj5cc72,The poet's mystery,"Fogazzaro, Antonio,",1903,331,0.95,348
njp.32101046790190,The children who ran away,"Sharp, Evelyn,",1903,333,0.91,364
njp.32101063580292,The jade eye,"Hume, Fergus,",1903,314,0.86,364
njp.32101064794041,Angling anecdotes,"Stanley, Robert.",1903,135,0.65,208
njp.32101067633485,John Maxwell's marriage,"Gwynn, Stephen Lucius,",1903,372,0.92,406
njp.32101068142742,Letters written by a grandfather,"Hill, George Birkbeck Norman,",1903,114,0.66,172
njp.32101068179116,Richard Watts,"Harris, Edwin.",1903,120,0.42,286
wu.89099916504,The child mind,"Bretherton, Ralph Harold.",1903,229,0.92,248
njp.32101075725877,The Novellino of Masuccio,"Masuccio,",1903,228,0.66,348
njp.32101064754961,Alarums and excursions,"Watson, H. B. Marriott",1903,312,0.84,372
uc2.ark+=13960=t0sq8r244,A deal in wheat,"Norris, Frank,",1903,233,0.79,296
uc2.ark+=13960=t49p2x29r,The better sort,"James, Henry,",1903,312,0.85,368
njp.32101065597682,Elizabeth's children,"Westrup, Margaret.",1903,363,0.93,392
njp.32101064627969,Re-issue of the shorter stories of Fiona Macleod [pseud.],"Sharp, William,",1903,95,0.42,226
umn.31951000442949l,Adventures in hiveland,"Stevens, Frank,",1903,225,0.92,244
uva.x000376951,Youth,"Conrad, Joseph,",1903,375,0.89,422
uva.x000312230,Gowrie,"James, G. P. R.",1903,405,0.96,420
uva.x030577041,Rose d'Albret,"James, G. P. R.",1903,332,0.95,350
uva.x004061440,The robber,"James, G. P. R.",1903,287,0.94,306
uva.x004383862,The Old Dominion,"James, G. P. R.",1903,371,0.94,396
uva.x004456644,Mary of Burgundy,"James, G. P. R.",1903,301,0.94,320
uc1.$b684714,Two sides of the face;,"Quiller-Couch, Arthur,",1903,352,0.96,368
dul1.ark+=13960=t21c28j34,A fortune from the sky,"Kuppord, Skelton,",1903,190,0.78,244
uc1.b4669503,Helen Adair,"Becke, Louis,",1903,277,0.87,318
uc1.b4678600,Barlasch of the Guard,"Scott, Hugh Stowell,",1903,338,0.91,370
umn.31951p01073601o,Overdue,"Russell, William Clark,",1903,517,0.87,594
umn.31951002087402u,'Bert Edward the Golf Caddie,"Hutchinson, Horace G.",1903,240,0.86,278
coo.31924024928685,The life work of Henri René Guy de Maupassant,"Maupassant, Guy de,",1903,323,0.87,372
coo.31924024928727,The life work of Henri René Guy de Maupassant,"Maupassant, Guy de,",1903,328,0.86,382
coo.31924024928750,The life work of Henri René Guy de Maupassant,"Maupassant, Guy de,",1903,327,0.91,360
coo.31924024928768,The life work of Henri René Guy de Maupassant,"Maupassant, Guy de,",1903,327,0.9,364
coo.31924024928776,The life work of Henri René Guy de Maupassant,"Maupassant, Guy de,",1903,336,0.91,370
coo.31924024928800,The life work of Henri René Guy de Maupassant,"Maupassant, Guy de,",1903,170,0.49,350
coo.31924088397462,The novels complete and unabridged of Victor Hugo,"Hugo, Victor,",1903,299,0.86,346
coo.31924088397488,The novels complete and unabridged of Victor Hugo,"Hugo, Victor,",1903,285,0.85,334
coo.31924088397504,The novels complete and unabridged of Victor Hugo,"Hugo, Victor,",1903,156,0.53,292
coo.31924088397546,The novels complete and unabridged of Victor Hugo,"Hugo, Victor,",1903,193,0.62,312
coo.31924088397561,The novels complete and unabridged of Victor Hugo,"Hugo, Victor,",1903,183,0.58,313
coo.31924088397595,The novels complete and unabridged of Victor Hugo,"Hugo, Victor,",1903,238,0.59,404
coo.31924088397629,The novels complete and unabridged of Victor Hugo,"Hugo, Victor,",1903,272,0.85,320
wu.89012609285,Plain and veldt,"Abbott, J. H. M.",1903,239,0.66,364
uc1.b5302290,Saïd the fisherman,"Pickthall, Marmaduke William,",1903,294,0.82,360
ien.35556007103450,Anglo-Americans,"Cleeve, Lucas,",1903,306,0.93,328
wu.89005036728,The silken rein,"Gould, Nathaniel,",1903,276,0.95,292
wu.89004722237,The damsel and the sage,"Glyn, Elinor,",1903,74,0.77,96
uc2.ark+=13960=t0bv7bv8c,The disputed V.C.;,"Gibbon, Frederick P.",1904,296,0.81,366
uc2.ark+=13960=t2x350r2g,Enid,"Pickthall, Marmaduke William,",1904,350,0.95,368
inu.39000004065236,The shadow on the wall,"Coleridge, Mary E.",1904,285,0.88,324
nyp.33433075731988,The adventures of Elizabeth in Rügen,"Von Arnim, Elizabeth,",1904,299,0.93,322
mdp.39015063925625,The giraffe hunters;,"Reid, Mayne,",1904,178,0.45,393
mdp.39015063924164,The veil of the temple;,"Mallock, W. H.",1904,197,0.43,455
mdp.39015065780929,Genevra,"Marriott, Charles,",1904,308,0.85,361
uc2.ark+=13960=t3pv6d916,Young England,"Disraeli, Benjamin,",1904,718,0.77,928
mdp.39015063561545,Young England,"Disraeli, Benjamin,",1904,405,0.62,650
mdp.39015073310412,The flute of Pan,"Hobbes, John Oliver,",1904,117,0.81,144
mdp.39015063547759,The artist's life,"Hobbes, John Oliver,",1904,49,0.31,158
mdp.39015063936085,The farm of the dagger,"Phillpotts, Eden,",1904,307,0.92,332
mdp.39015063952751,Paths of judgement,"Sedgwick, Anne Douglas,",1904,316,0.92,344
mdp.39015063537743,The slaking of the sword,"Fraser, Hugh,",1904,306,0.84,364
mdp.39015031224549,A great man,"Bennett, Arnold,",1904,328,0.9,366
uc2.ark+=13960=t1fj29r2x,The brethren,"Haggard, H. Rider",1904,339,0.9,376
mdp.39015015358206,By what authority?,"Benson, Robert Hugh,",1904,502,0.86,585
uc2.ark+=13960=t0js9hg50,Atoms of empire,"Hyne, C. J. Cutcliffe,",1904,266,0.9,296
mdp.39015063974607,Miriam's schooling,"White, William Hale,",1904,161,0.75,216
mdp.39015019976045,Traffics and discoveries,"Kipling, Rudyard,",1904,363,0.87,416
mdp.39015063960325,Frank Fairlegh;,"Smedley, Francis Edward",1904,532,0.96,554
mdp.39015062198174,"Et tu, Sejane!","Twells, Julia Helen (Watts)",1904,380,0.85,447
mdp.39015063963121,Olive Latham,"Voynich, E. L.",1904,284,0.95,298
uc2.ark+=13960=t9g44mp6t,The adventures of Don Sylvio de Rosalva,"Wieland, Christoph Martin,",1904,451,0.92,488
miun.afa6927.0001.001,The cattle raid of Cualnge (Tain bo Cuailnge),<blank>,1904,128,0.74,174
uva.x000763387,Through the lands of the Serb,"Durham, M. E.",1904,194,0.48,404
mdp.39015024844600,Chandra Shekhar,"Caṭṭopādhyāẏa, Baṅkimacandra,",1904,321,0.85,376
mdp.39015014288719,Sun-babies,"Sorabji, Cornelia.",1904,148,0.82,180
nyp.33433074872320,The blue moon,"Housman, Laurence,",1904,203,0.83,244
mdp.39015021038644,The shellback's progress in the nineteenth century,"Runciman, Walter Runciman,",1904,173,0.52,331
uc2.ark+=13960=t2v40ks95,An Indian garden,"Eggar, Emilie Mary (Hughes)",1904,131,0.55,238
nyp.33433066630330,Fishing holidays,"Gwynn, Stephen Lucius,",1904,201,0.63,320
mdp.39015063619194,Russia as it really is,"Joubert, Carl.",1904,184,0.53,345
mdp.39015016474846,Romance of a harem,<blank>,1904,269,0.95,283
mdp.39015065802319,The money-maker,"Ohnet, Georges,",1904,351,0.88,401
uc2.ark+=13960=t5cc11766,A heifer of the dawn,"Bain, F. W.",1904,75,0.77,98
uc2.ark+=13960=t7xk89t5w,John Bull's adventures in the fiscal wonderland,"Geake, Charles,",1904,151,0.72,210
mdp.39015028339946,Cupid & Psyche & other tales from the Golden ass of Apulcius,Apuleius.,1904,85,0.54,158
mdp.49015000725466,Caleb Williams;,"Godwin, William,",1904,393,0.95,412
wu.89073541120,The Life of Saint Mary Magdalen,<blank>,1904,264,0.76,348
wu.89094711611,The crime of the century,"Donovan, Dick,",1904,191,0.58,328
uc2.ark+=13960=t3bz6218s,Among the Indians of Alaska,"Replogle, Charles.",1904,144,0.65,220
inu.32000009291495,The Napoleon of Notting Hill,"Chesterton, G. K.",1904,247,0.75,328
inu.30000054100635,The little vanities of Mrs. Whittaker,"Winter, John Strange,",1904,299,0.91,328
uc1.b4506542,A lonely summer in Kashmir,"Morison, Margaret Cotter.",1904,212,0.55,384
uc2.ark+=13960=t4vh5g466,The successor;,"Pryce, Richard,",1904,330,0.96,342
uc2.ark+=13960=t7xk89r6g,From the land of princes,"Festing, Gabrielle.",1904,166,0.35,474
uc2.ark+=13960=t6348m39x,Old Shropshire life,"Gaskell, Catherine Milnes.",1904,312,0.87,360
uc2.ark+=13960=t5s758s83,Things seen in Morocco;,"Dawson, Alec John,",1904,145,0.32,448
uc2.ark+=13960=t38050s09,Colomba and Carmen;,"Mérimée, Prosper,",1904,313,0.86,362
uc2.ark+=13960=t01z43z02,In furthest Ind,"Grier, Sydney C.,",1904,358,0.92,388
uc2.ark+=13960=t87h1hc6r,Life's lesser moods,"Hind, C. Lewis",1904,180,0.83,218
uc1.b3881164,"Five books of the lives, heroic deeds and sayings of Gargantua and his son Pantagruel","Rabelais, François,",1904,134,0.39,344
inu.39000005810242,A book of ghosts,"Baring-Gould, S.",1904,377,0.82,460
inu.39000005526665,Old Hendrik's tales,"Vaughan, Arthur Owen.",1904,243,0.86,282
uc1.32106001959946,The food of the gods and how it came to earth,"Wells, H. G.",1904,310,0.88,352
uc1.31822004671095,Tales from old Fiji,"Fison, Lorimer,",1904,337,0.65,518
uc2.ark+=13960=t79s1p041,Tom Gerrard,"Becke, Louis,",1904,285,0.91,314
uc2.ark+=13960=t4pk0927z,A digit of the moon,"Bain, F. W.",1904,118,0.79,150
nyp.33433074833298,The bindweed,"Blissett, Nellie K.",1904,277,0.94,294
uc2.ark+=13960=t5r787s71,The daughters of desperation,"Brooks, Hildegard,",1904,179,0.89,202
uc2.ark+=13960=t2g739x9d,Round the red lamp;,"Doyle, Arthur Conan,",1904,328,0.85,384
uc2.ark+=13960=t92807x14,"The commander of the ""Hirondelle""","Fitchett, W. H.",1904,386,0.88,440
uc2.ark+=13960=t7mp4xk2g,Lychgate Hall,"Francis, M. E.,",1904,347,0.95,364
uc2.ark+=13960=t7np2084s,A prisoner of the Gurkhas,"Gibbon, Frederick P.",1904,245,0.75,328
uc2.ark+=13960=t4sj1d82f,The watcher on the tower,"Hales, A. G.",1904,287,0.86,332
uc2.ark+=13960=t49p2xr68,Bellamy the magnificent,"Horniman, Roy,",1904,327,0.87,376
uc2.ark+=13960=t2m61f37g,At Moseti's bidding;,"Kerr, Telkin.",1904,170,0.89,192
uc2.ark+=13960=t7gq6t536,Anna the adventuress,"Oppenheim, E. Phillips",1904,186,0.93,200
njp.32101064794058,O'er crag and torrent with rod and gun,"Stanhope-Lovell, W.",1904,125,0.46,270
uc2.ark+=13960=t1cj89j1d,Lance-in-rest,"Talbot, L. A.",1904,328,0.94,348
uc2.ark+=13960=t17m0bg1b,Sir Bevill,"Thynne, Arthur Christopher,",1904,339,0.9,376
uc2.ark+=13960=t5j96261h,A prince of Cornwall,"Whistler, Charles W.",1904,407,0.93,436
uc2.ark+=13960=t2k64ct0h,Merely a negress,"Young, Stuart.",1904,292,0.84,348
uc2.ark+=13960=t5r788271,In the great God's hair =,"Bain, F. W.",1904,84,0.74,114
uc2.ark+=13960=t3028qk8h,The grey world,"Underhill, Evelyn,",1904,319,0.95,336
uc2.ark+=13960=t02z17f3m,Tussock land;,"Adams, Arthur Henry,",1904,311,0.94,332
uc2.ark+=13960=t3nv9gf1n,Chinkie's flat and other stories,"Becke, Louis,",1904,295,0.84,352
nyp.33433074928833,"Emmanuel Burden, merchant, of Thames St., in the city of London, exporter of hardware","Belloc, Hilaire,",1904,236,0.52,456
uc2.ark+=13960=t3bz62n2z,"The reminiscences of Sir Henry Hawkins, baron Brampton","Brampton, Henry Hawkins,",1904,280,0.79,354
uc2.ark+=13960=t3nv9fn5v,By Celia's arbour,"Besant, Walter,",1904,241,0.83,292
uc2.ark+=13960=t8hd7tz2w,At the moorings,"Carey, Rosa Nouchette,",1904,451,0.93,484
uc2.ark+=13960=t18k76p6d,"The works of Benjamin Disraeli, earl of Beaconsfield","Disraeli, Benjamin,",1904,314,0.69,452
uc2.ark+=13960=t8mc8zr77,Seven years' hard,"Free, Richard William.",1904,178,0.61,292
uc2.ark+=13960=t9c53p26m,The vineyard,"Hobbes, John Oliver,",1904,377,0.97,390
uc2.ark+=13960=t5z60j23w,The hunchback of Westminster,"Le Queux, William,",1904,205,0.58,356
uc2.ark+=13960=t9d50pk51,The unholy wish,"Wood, Henry,",1904,451,0.96,468
uc2.ark+=13960=t4rj4h741,The Canon in residence,"Whitechurch, Victor L.",1904,243,0.95,256
uc2.ark+=13960=t4qj7n85f,"Tomaso's fortune, and other stories","Merriman, Henry Seton,",1904,295,0.9,328
uc2.ark+=13960=t5m90h655,Colonial memories,"Barker,",1904,201,0.58,346
uc2.ark+=13960=t3902645v,Singoalla;,"Rydberg, Viktor,",1904,247,0.83,298
nyp.33433003529561,The three clerks,"Trollope, Anthony,",1904,762,0.94,808
nyp.33433061844191,Noted men and women;,"Morrissey, James W.",1904,267,0.88,302
nyp.33433067359095,"In the pathless west with soldiers, pioneers, miners and savages","Herring, Frances E.",1904,220,0.74,296
nyp.33433066646377,Under Croagh Patrick,"O'Brien, Sophie Raffalovich.",1904,246,0.78,316
nyp.33433074848536,The yeoman,"Burrow, Charles Kennett,",1904,305,0.93,328
nyp.33433074940069,Patsey the Omadaun,"Bodkin, M. McDonnell",1904,261,0.84,312
nyp.33433074940093,Provincial tales,"Bone, Gertrude Helena Dodd,",1904,214,0.9,238
nyp.33433074926571,Teresa of Watling street,"Bennett, Arnold,",1904,310,0.83,374
nyp.33433074942792,Almayer's folly,"Conrad, Joseph,",1904,248,0.93,268
nyp.33433074947387,The Happy Valley,"Croker, B. M.",1904,310,0.95,328
nyp.33433074878376,A modern legionary,"Le Poer, John Patrick.",1904,123,0.34,364
nyp.33433074878392,The closed book,"Le Queux, William,",1904,317,0.87,364
nyp.33433075760847,The nebuly coat,"Falkner, John Meade,",1904,360,0.92,390
nc01.ark+=13960=t9j39tg1c,Red paint at Oxford;,<blank>,1904,134,0.77,174
nyp.33433074893698,"Gallowglass, or, life in the land of the priests","McCarthy, Michael J. F.",1904,449,0.75,598
nyp.33433074856406,Veranilda,"Gissing, George,",1904,290,0.76,384
nyp.33433075766034,The gold wolf,"Pemberton, Max,",1904,401,0.92,438
nyp.33433075765515,Red morn,"Pemberton, Max,",1904,356,0.87,410
nyp.33433074920335,The greatness of Josiah Polick,"Neuman, B. Paul",1904,333,0.94,354
nyp.33433075771851,Nyria,"Praed, Campbell,",1904,413,0.91,454
nyp.33433074929443,Mr. Quixley of the Gate house,"Brebner, Percy James,",1904,301,0.92,328
nyp.33433074935119,The extraordinary confessions of Diana Please,"Capes, Bernard Edward Joseph,",1904,303,0.83,364
nyp.33433074930763,A magdalen's husband,"Brown, Vincent.",1904,345,0.96,358
nyp.33433074967963,The new Border tales,"Douglas, George,",1904,250,0.79,318
nyp.33433075768857,The new Delilah,"Terry, Eleanore S.",1904,337,0.94,360
nyp.33433075769103,Entrapped,"Diehl, Alice M.",1904,295,0.95,312
nyp.33433074877360,A king's ransom,<blank>,1904,201,0.8,252
nyp.33433074857933,The sow's ear,"Haverfield, E. L.",1904,428,0.97,442
nyp.33433075860753,Uriah the Hittite,"Wyllarde, Dolf.",1904,307,0.91,336
nyp.33433075749386,Eliza,"Pain, Barry,",1904,186,0.91,204
nyp.33433075758189,The redemption of Damian Gier,"Trafford-Taunton, Winefride.",1904,309,0.86,358
nyp.33433082303466,"Children's rhymes, children's games, children's songs, children's stories","Ford, Robert,",1904,135,0.44,310
nyp.33433075799340,The commune,"Margueritte, Paul,",1904,179,0.46,386
yale.39002065513906,Adventures in Tibet,"Hedin, Sven Anders,",1904,439,0.86,512
yale.39002030977335,A tramps̓ notebook,"Roberts, Morley,",1904,176,0.54,328
mdp.39076006206309,Diary & letters of Madame d'Arblay (1778-1840),"Burney, Fanny,",1904,447,0.78,570
njp.32101031780255,"Yvette, and other stories","Maupassant, Guy de,",1904,320,0.92,346
njp.32101063579849,The rambling rector,"Alexander, Eleanor.",1904,344,0.96,360
njp.32101064793308,Ianto the fisherman and other sketches of country life,"Rees, Alfred W.",1904,164,0.42,390
njp.32101065101592,A dialogue,"Gilkes, A. H.",1904,71,0.68,104
njp.32101066164078,The stage struggles of a bad actor,"Laceby, Arthur.",1904,139,0.89,156
njp.32101067647246,Odd craft,"Jacobs, Willam Wymark,",1904,285,0.91,312
njp.32101068177078,Bearers of the burden,"Drury, W. P.",1904,184,0.71,260
njp.32101068574035,The poet and his guardian angel,"Tytler, Sarah,",1904,296,0.82,360
njp.32101068574274,"Parkwater, and other stories","Wood, Henry,",1904,458,0.96,476
njp.32101073371765,Siegfried,"Baring-Gould, S.",1904,276,0.77,360
njp.32101073814392,The Chronicles of Froissart,"Froissart, Jean,",1904,343,0.61,560
uc1.b4358874,The French noblesse of the XVIII century;,<blank>,1904,273,0.77,354
njp.32101076515558,The little people,"Harker, L. Allen",1904,265,0.93,286
uc1.$b400526,The last hope,"Merriman, Henry Seton,",1904,350,0.95,368
mdp.39015088612786,Tales of the Canterbury pilgrims,"Darton, F. J. Harvey",1904,339,0.85,398
uva.x001817412,The daisy chain;,"Yonge, Charlotte M.",1904,310,0.91,342
mdp.39076006766146,"The Corsican brothers and Otho, the archer;","Dumas, Alexandre,",1904,294,0.87,338
mdp.39076006766153,"Georges; or, The isle of France;","Dumas, Alexandre,",1904,282,0.9,312
uc1.$b783871,The great proconsul,"Grier, Sydney C.,",1904,293,0.62,472
uc1.$b675277,Juniper Hall,"Hill, Constance,",1904,154,0.44,350
chi.086834356,Animals that have owned us,"Pollock, Walter Herries,",1904,123,0.68,182
uc1.l0060572633,A consummate scoundrel,"Boothby, Guy Newell,",1904,248,0.89,278
uc2.ark+=13960=fk9d50gh68,The turnstile of night,"Williamson, A. M.",1904,316,0.95,332
dul1.ark+=13960=t7mp5q31m,The storm of London,"Dickberry, F.",1904,266,0.79,336
wu.89004545976,Rimingtons,"Bailey, H. C.",1904,317,0.93,340
wu.89006959316,Shining ferry,"Quiller-Couch, Arthur,",1904,339,0.94,360
wu.89006984728,William Tell told again,"Wodehouse, P. G.",1904,165,0.89,185
nc01.ark+=13960=t2f77dk20,The story of Sylvie and Bruno,"Carroll, Lewis,",1904,324,0.92,352
