docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category,full_title,stories_match,tales_match,sketches_match
uc1.b3810849,"Bullen, Frank Thomas","Bullen, Frank Thomas",1857-1915.,1899.0,1899.0,s,1899,    ,London;Grant Richards;1899,1899,,,Sea stories,,,9012361.0,enk,6724116,1,1.0,1.0,,,Idylls of the sea and other marine sketches / | $c: by Frank T. Bullen ; with an introduction by J. St. Loe Strachey,,True,Idylls of the sea and other marine sketches,0.3714544420529362,0.62266709957085,Frank,m,9.267148014440432,14.325743851737933,27.613475177304963,53.98889643378099,256.65248226950354,5485.609727880891,1.2,['fiction'],['unknown'],idylls of the sea and other marine sketches / | $c: by frank t. bullen ; with an introduction by j. st. loe strachey  idylls of the sea and other marine sketches,False,False,True
uc2.ark+=13960=t3xs5m243,Two friends,Two friends,,1899.0,1899.0,s,1899,    ,London;Marshall;1899.,1899,,,,,,7398733.0,enk,6954217,2,2.0,2.0,,,Panjabi sketches,,True,Panjabi sketches,0.4195572851653713,0.1871006155641729,Two,unknown,16.345454545454544,73.53520661157025,36.16814159292036,153.0779230949957,322.21238938053096,14026.13188190148,2.6,['unknown'],['unknown'],panjabi sketches  panjabi sketches,False,False,True
uc1.$b794822,"Fisher, Lala Richardson","Fisher, Lala Richardson",1872-1929.,1899.0,1899.0,s,1899,    ,London;T. F. Unwin;1899.,1899,,,,,,,enk,9953118,1,3.0,3.0,,,By Creek and Gully; | stories and sketches mostly of bush life. Told in prose and rhyme. | $c: By Australian writers in England. Ed. by Lala Fisher.,,True,By Creek and Gully; stories and sketches mostly of bush life. Told in prose and rhyme,0.215625520904852,0.0200030102992149,Lala,f,13.52434456928839,53.799969139698966,28.229965156794425,103.6683703820612,277.822299651568,12823.734973108814,2.5,['fiction'],['unknown'],by creek and gully; | stories and sketches mostly of bush life. told in prose and rhyme. | $c: by australian writers in england. ed. by lala fisher.  by creek and gully; stories and sketches mostly of bush life. told in prose and rhyme,True,False,True
mdp.39015011039784,"Wilson, Ellen M","Wilson, Ellen M",,1900.0,1900.0,q,1900,1985,London|Society for Promoting Christian Knowledge|19--,"<estimate=""[19--]"">",,,Social life and customs,Melanesia,,8662770.0,enk,643529,1,1.0,1.0,,,Sketches from life in Melanesia.,,True,Sketches from life in Melanesia,0.870573978322491,0.0381972346508414,Ellen,f,8.978494623655914,12.601688056422708,23.23762376237624,85.03264385844527,209.2871287128713,8628.580923438878,1.3,['unknown'],['unknown'],sketches from life in melanesia.  sketches from life in melanesia,False,False,True
nyp.33433074965314,"Gwynn, Stephen Lucius","Gwynn, Stephen Lucius",1864-1950.,1900.0,1900.0,s,1900,    ,London;Lane;1900.,1900,,,,,,13380928.0,enk,8668450,1,1.0,1.0,,,"The decay of sensibility, and other essays and sketches.",,True,"The decay of sensibility, and other essays and sketches",0.7929072747754426,0.0085016540797543,Stephen,m,7.269709543568465,5.17621941770975,25.96385542168675,31.777810035322013,201.86746987951807,2312.572797212948,0.8,['fiction'],['unknown'],"the decay of sensibility, and other essays and sketches.  the decay of sensibility, and other essays and sketches",False,False,True
nyp.33433081914016,,,,1900.0,1900.0,s,1900,    ,London;New York;Colonial Press;c1900.,1900,Rev. ed.|Genji Monogatari / by Murasaki Shikib ; translated into English by Suyematz Kenchio.--Classical poetry of Japan / selections ; translated by B.H. Chamberlain.--The drama of Japan / selected plays ; translated by B.H. Chamberlain.,,Japanese literature|Translations into English,,,41867945.0,enk,8694519,1,1.0,1.0,v. 2,2.0,Japanese literature / | $c: with critical and biographical sketches by Epiphanius Wilson.,,True,Japanese literature,0.4884044321711403,0.0298945951591029,,unknown,16.699468085106382,60.50276567451336,35.08730158730159,26.85216679264298,388.1798941798942,8101.533775650178,2.3,['unknown'],['unknown'],japanese literature / | $c: with critical and biographical sketches by epiphanius wilson.  japanese literature,False,False,True
mdp.39015066302384,"Thackeray, William Makepeace","Thackeray, William Makepeace",1811-1863.,1901.0,1863.0,s,1901,    ,"London;Smith, Elder & co.;Philadelphia;J. B. Lippincott;1901.",1901,"[Charterhouse ed.]|widower. The wolves and the lamb. Denis Duval. [The writings of W. M. Thackeray, by Leslie Stephen]--XXV. Miscellaneous essays. Sketches and reviews.--XXVI. Contributions to ""Punch.""|I-II. Vanity fair.--III-IV. The history of Pendennis.--V-VI. The Newcomes.--VII. The history of Henry Esmond, esq.--VIII-IX. The Virginians.--X-XI. The adventures of Philip on his way through the world ... to which is now prefixed A shabby genteel story.--XII. The great Hoggarty diamond. A little",,,,,592020.0,enk,486631,1,1.0,1.0,v.15,15.0,The works of William Makepeace Thackeray ...,Miscellaneous essays. Sketches and reviews.--X,False,Miscellaneous essays. Sketches and reviews.--X,0.4172247043014962,0.0403318018705027,William,m,15.978891820580476,49.86235127853468,31.430809399477805,106.20343720388034,365.9686684073107,17811.49771284827,2.4,['unknown'],['unknown'],the works of william makepeace thackeray ... miscellaneous essays. sketches and reviews.--x miscellaneous essays. sketches and reviews.--x,False,False,True
nyp.33433075882161,"Rawnsley, H. D. (Hardwicke Drummond)","Rawnsley, H. D. (Hardwicke Drummond)",1851-1920.,1903.0,1903.0,s,1903,    ,Glasgow;J. MacLehose and sons;1903.,1903,"Reminiscences of Wordsworth among the peasantry of Westmoreland.--With the black-headed gulls in Cumberland.--At the Grasmere play.--James Cropper of Ellergreen.--A day with Roman and Norse.--Arctic splendours at the English lakes.--William Pearson of Borderside.--Joseph Hawell, a Skiddaw shepherd.--A famous yew tree.--Lodore after storm.--A north country Nimrod [John-Crozier]--A winter day on Derwentwater.--Wordsword at Cockermouth.--Mountain silence and valley song.",,"1770-1850|Wordsworth, William",Lake District (England),DA670.L1R19,399981.0,stk,110731,3,3.0,3.0,,,Lake country sketches; | $c: by the Rev. H. D. Rawnsley ...,,True,Lake country sketches;,0.7063440437848877,0.0133134244184258,Hardwicke,unknown,8.27626459143969,51.13379460703417,26.01509433962264,86.62618725525098,225.9433962264151,5636.128871484514,8.0,['unknown'],['great britain'],lake country sketches; | $c: by the rev. h. d. rawnsley ...  lake country sketches;,False,False,True
mdp.39015063972601,"Somerville, E. Œ. (Edith Œnone)","Somerville, E. Œ. (Edith Œnone)",1858-1949.,1903.0,1903.0,s,1903,    ,"London;New York;Bombay;Longmans, Green, and co.;1903.",1903,"The tinker's dog.--Fanny Fitz's gamble.--The Connemara mare.--A grand filly.--A nineteenth-century miracle.--High tea at McKeown's.--The bagman's pony.--An Irish problem.--The Dane's breechin'.--""Matchbox.""--""As I was going to Bandon fair.""",,,,,368126.0,enk,781991,1,2.0,2.0,,,"All on the Irish shore; | Irish sketches, | $c: by E. Œ. Somerville and Martin Ross [pseud.] ... With illustrations by E. Œ. Somerville.",,True,All on the Irish shore; Irish sketches,0.2835715839617236,0.0833081624450862,Edith,f,12.003636363636364,90.25816859504133,26.377224199288257,65.74382289991262,254.94306049822063,4789.9540532668025,2.8,['fiction'],['unknown'],"all on the irish shore; | irish sketches, | $c: by e. œ. somerville and martin ross [pseud.] ... with illustrations by e. œ. somerville.  all on the irish shore; irish sketches",False,False,True
mdp.39015051597329,"Bell, Julia N","Bell, Julia N",,1903.0,1903.0,s,1903,    ,London;G. Pitman;1903.,1903,,,,,,48872951.0,enk,3579670,1,1.0,1.0,,,My friends from the fifties : | sketches from life long ago / | $c: by Julia N. Bell.,,True,My friends from the fifties : sketches from life long ago,0.231038588450994,0.3799270599014813,Julia,f,9.113636363636363,14.532541322314051,22.43478260869565,72.11531190926276,200.05434782608697,7000.573133270322,1.9,['unknown'],['unknown'],my friends from the fifties : | sketches from life long ago / | $c: by julia n. bell.  my friends from the fifties : sketches from life long ago,False,False,True
njp.32101064793308,"Rees, Alfred W","Rees, Alfred W",,1904.0,1904.0,s,1904,    ,London;J. Murray;1904.,1904,,,Great Britain|Fishing|Country life,,,6106225.0,enk,8921742,1,1.0,1.0,,,Ianto the fisherman and other sketches of country life / | $c: by Alfred W. Rees.,,True,Ianto the fisherman and other sketches of country life,0.7352413591327284,0.5712186797684208,Alfred,m,7.528571428571428,8.089183673469387,25.691011235955056,48.58991920212093,218.41573033707863,2911.405819972226,10.9,['unknown'],['unknown'],ianto the fisherman and other sketches of country life / | $c: by alfred w. rees.  ianto the fisherman and other sketches of country life,False,False,True
uc1.b3334152,"Cunninghame Graham, R. B. (Robert Bontine)","Cunninghame Graham, R. B. (Robert Bontine)",1852-1936.,1905.0,1905.0,s,1905,    ,London;Duckworth and co.;1905.,1905,,,Scottish authors|English fiction,,,171541.0,enk,1420133,1,2.0,2.0,,,"Progress and other sketches, | $c: by R.B. Cunninghame Graham.",,True,Progress and other sketches,0.2530475753772041,0.0318778597001667,Robert,m,6.486754966887418,5.925321257839569,25.704545454545453,23.96790141676505,228.0616883116883,2649.492947798954,1.2,['unknown'],['english literature'],"progress and other sketches, | $c: by r.b. cunninghame graham.  progress and other sketches",False,False,True
nyp.33433074786892,"Downey, Edmund","Downey, Edmund",1856-1937.,1905.0,1905.0,s,1905,    ,London;Hurst and Blackett;1905.,1905,,,English literature|19th century|Intellectual life,London (England),PR454.D680,2199154.0,enk,8360058,1,1.0,1.0,,,Twenty years ago : | a book of anecdote illustrating literary life in London / | $c: by Edmund Downey ; with sixteen portrait sketches.,,True,Twenty years ago : a book of anecdote illustrating literary life in London,0.6501352647596927,0.0564016763986312,Edmund,m,12.076687116564417,37.4327693929015,25.288690476190474,73.39582447562358,213.875,5719.770089285715,5.0,['unknown'],['unknown'],twenty years ago : | a book of anecdote illustrating literary life in london / | $c: by edmund downey ; with sixteen portrait sketches.  twenty years ago : a book of anecdote illustrating literary life in london,False,False,True
nyp.33433071388346,"Mackintosh, W. R","Mackintosh, William R",,1905.0,1905.0,s,1905,    ,Kirkwall;W.R. Mackintosh;pref. 1905,1905,2. ed.,,Scotland|Folklore|Orkney Islands,Orkney (Scotland),,35320633.0,stk,8687671,1,2.0,2.0,,,"Around the Orkney peat-fires: | being sketches of notable Orcadians, smuggling anecdotes, stories of the press-gang, and witch and other tales.",,True,"Around the Orkney peat-fires: being sketches of notable Orcadians, smuggling anecdotes, stories of the press-gang, and witch and other tales",0.6580959888089308,0.0089725761819986,William,m,10.595441595441596,7.864822525791187,27.771587743732592,30.309944832830283,253.52924791086352,3421.742180771409,1.6,['unknown'],['unknown'],"around the orkney peat-fires: | being sketches of notable orcadians, smuggling anecdotes, stories of the press-gang, and witch and other tales.  around the orkney peat-fires: being sketches of notable orcadians, smuggling anecdotes, stories of the press-gang, and witch and other tales",True,True,True
uc2.ark+=13960=t4mk67c3w,"Starkey, E. A. Henry","Starkey, E. A. Henry",,1907.0,1907.0,s,1907,    ,"London;Digby, Long;1907.",1907,,,,,,13414001.0,enk,7674043,1,1.0,1.0,,,"Australian shooting sketches, and other stories",,True,"Australian shooting sketches, and other stories",0.4702319797055418,0.0042715708997242,E,unknown,8.4,13.162033898305085,31.247491638795985,27.029048892070563,214.6488294314381,1744.381695954184,2.7,['fiction'],['unknown'],"australian shooting sketches, and other stories  australian shooting sketches, and other stories",True,False,True
uc2.ark+=13960=t5bc3tp5h,"Raffalovich, George","Raffalovich, George",,1908.0,1908.0, ,1908,    ,London;Arnold Fairbanks;1908.,1908,,,,,,363568482.0,enk,7682619,1,1.0,1.0,,,Planetary journeys and earthly sketches,,True,Planetary journeys and earthly sketches,0.2849596227367988,0.0036438891126516,George,m,9.023668639053254,18.15328594937152,23.78488372093023,36.09907382368848,160.70348837209303,1196.522545970795,2.5,['fiction'],['unknown'],planetary journeys and earthly sketches  planetary journeys and earthly sketches,False,False,True
mdp.39015062244283,"Baring, Maurice","Baring, Maurice",1874-1945.,1909.0,1909.0,s,1909,    ,London;Mills & Boon;1909,1909,2d ed.,,,,,10016334.0,enk,115141,1,1.0,1.0,,,"Orpheus in Mayfair and other stories and sketches, | $c: by Maurice Baring.",,True,Orpheus in Mayfair and other stories and sketches,0.3766208054284989,0.1340391179920722,Maurice,m,15.308724832214764,212.897977568578,27.07166123778501,144.24893632823694,251.10423452768728,8532.836040700699,5.2,['fiction'],['unknown'],"orpheus in mayfair and other stories and sketches, | $c: by maurice baring.  orpheus in mayfair and other stories and sketches",True,False,True
uc2.ark+=13960=t6j09zp68,"Hudson, W. H","Hudson, W. H. (William Henry)",1841-1922.,1909.0,1909.0,s,1909,    ,London;Duckworth;1909.,1909,,,,,,2752152.0,enk,9261250,1,1.0,1.0,,,South American sketches,,True,South American sketches,0.3404692119690823,0.0043219379577379,William,m,9.037037037037036,12.480109739369,29.19371727748691,36.60645267399469,230.6178010471204,2503.147117677695,1.7,['fiction'],['unknown'],south american sketches  south american sketches,False,False,True
mdp.39015019950834,Saki,Saki,1870-1916.,1910.0,1910.0,s,1910,    ,London;Methuen;1910,1910,,,,,,1263167.0,enk,672356,1,1.0,1.0,,,"Reginald in Russia, and other sketches, | $c: by ""Saki"" (H. H. Munro)",,True,"Reginald in Russia, and other sketches",0.1063941786365114,0.1758037103643316,Saki,f,9.69767441860465,19.99387056066342,24.413533834586467,50.30267397817853,194.95488721804512,4003.095709197807,1.5,['unknown'],['unknown'],"reginald in russia, and other sketches, | $c: by ""saki"" (h. h. munro)  reginald in russia, and other sketches",False,False,True
mdp.39015074796239,"Thackeray, William Makepeace","Thackeray, William Makepeace",1811-1863.,1911.0,1863.0,s,1911,    ,London;Macmillan;1911.,1911,[The Harry Furniss centenary ed.]|The Fitz-Boodle papers.--Men's wives.--The second funeral of Napoleon.--Miscellaneous papers.,,,,,2031295.0,enk,1427518,1,1.0,1.0,,,"The Fitz-Boodle papers, and other sketches. | $c: With illus. by Harry Furniss, etc.",,False,"The Fitz-Boodle papers, and other sketches",0.3815511940019362,0.1454130200028182,William,m,17.448616600790515,43.65447437079161,39.87332053742802,120.11447054792752,492.7773512476008,23151.95810507624,1.8,['unknown'],['unknown'],"the fitz-boodle papers, and other sketches. | $c: with illus. by harry furniss, etc.  the fitz-boodle papers, and other sketches",False,False,True
mdp.39015074795710,"Thackeray, William Makepeace","Thackeray, William Makepeace",1811-1863.,1911.0,1863.0,s,1911,    ,London;Macmillan;1911.,1911,[The Harry Furniss centenary ed.]|Lovel the widower.--Some passages in the life of Major Gahagan.--Character sketches.--Stories and sketches.,,,,,54895324.0,enk,1427529,1,1.0,1.0,,,"Lovel the widower, and other stories & sketches. | $c: With illus. by the author, George Cruikshank, Kenny Meadows, and Harry Furniss.",,False,"Lovel the widower, and other stories & sketches",0.5025481154966117,0.0940973508405469,William,m,21.61283185840708,114.25939286553373,38.71855010660981,140.40266229013324,478.7313432835821,26475.701810775547,2.5,['unknown'],['unknown'],"lovel the widower, and other stories & sketches. | $c: with illus. by the author, george cruikshank, kenny meadows, and harry furniss.  lovel the widower, and other stories & sketches",True,False,True
uc2.ark+=13960=t4dn4377f,"Denby, Jay","Denby, Jay",,1911.0,1911.0,s,1911,    ,London;Murray and Evenden;1911,1911,,,Social life and customs|Description and travel|China,,,7546274.0,enk,6530699,1,1.0,1.0,,,Letters from China and some Eastern sketches,,True,Letters from China and some Eastern sketches,0.5497288408020453,0.0017003884637594,Jay,m,9.306603773584904,20.19844695621218,32.21363636363636,84.30435950413224,213.50454545454545,5172.286342975206,1.8,['unknown'],['unknown'],letters from china and some eastern sketches  letters from china and some eastern sketches,False,False,True
njp.32101063694812,"Fraser, Duncan","Fraser, Duncan",,1911.0,1911.0,s,1911,    ,Edinburgh;Andrew Baxendine;1911.,1911,,,Fishing,,,20499835.0,stk,8917625,1,1.0,1.0,,,Angling sketches from a wayside inn / | $c: by Duncan Fraser ; with eight original drawings by Wilson Cowan.,,True,Angling sketches from a wayside inn,0.5223833341550389,0.0134418972655424,Duncan,m,7.161702127659575,8.118533272974195,21.65573770491803,36.70935232464392,194.75819672131144,4025.125957403924,1.8,['unknown'],['unknown'],angling sketches from a wayside inn / | $c: by duncan fraser ; with eight original drawings by wilson cowan.  angling sketches from a wayside inn,False,False,True
mdp.39015000638018,"Leacock, Stephen","Leacock, Stephen",1869-1944.,1912.0,1912.0,s,1912,    ,"London;John Lane;New York;John Lane company; [etc., etc.;1912.",1912,,,City and town life|Social life and customs|Canada,,PZ3.L472S,8991692.0,enk,536699,2,5.0,4.0,,,"Sunshine sketches of a little town, | $c: by Stephen Leacock. With a frontispiece by Cyrus Cuneo.",,True,Sunshine sketches of a little town,0.6828276023599245,0.0173960328423572,Stephen,m,10.394833948339484,9.980637518552308,28.27956989247312,35.64943924153082,251.652329749104,3781.983068048972,1.4,['fiction'],['english literature'],"sunshine sketches of a little town, | $c: by stephen leacock. with a frontispiece by cyrus cuneo.  sunshine sketches of a little town",False,False,True
uc2.ark+=13960=t6f18vr21,"Graham, Stephen","Graham, Stephen",1884-1975.,1912.0,1912.0, ,1912,    ,London;Thomas Nelson and sons;1912,1912,,,Social life and customs|Description and travel|Jerusalem|Soviet Union,,,12696890.0,enk,7680088,1,4.0,4.0,,,A tramp's sketches,,True,A tramp's sketches,0.6939974322134066,0.0027756578469614,Stephen,m,10.933518005540169,37.51912585078383,26.9027027027027,111.86620891161434,197.327027027027,3584.041701972242,3.3,['unknown'],['unknown'],a tramp's sketches  a tramp's sketches,False,False,True
uc2.ark+=13960=t0pr7p89f,"Williams, Bransby","Williams, Bransby",,1913.0,1913.0,s,1913,    ,London;Chapman & Hall;1913.,1913,,,,,,6480549.0,enk,7677216,1,1.0,1.0,,,My sketches from Dickens,,True,My sketches from Dickens,0.4416517020440187,0.0010273836785553,Bransby,unknown,22.65625,124.8505859375,34.6764705882353,133.68944636678202,305.0882352941176,25579.903979238752,3.0588235294117645,['unknown'],['unknown'],my sketches from dickens  my sketches from dickens,False,False,True
