docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category,full_title,stories_match
coo.31924024928685,"Maupassant, Guy de","Maupassant, Guy de",1850-1893.,1903.0,1893.0,s,1903,    ,London;New York;Printed for subscribers only by M. W. Dunne;1903,1903,"Editor's autograph edition]|v.1-5. Short stories of the tragedy and comedy of life.--v.6. Une vie. Little Louise Roque.--v.7. Bel ami. Yvette.--v.8. Mont Oriol.--v.9. Notre coeur. The olive grove and other tales.--v.10. Pierre et Jean. The heritage and other tales.--v.11. Fort comme la mort. Duchoux. Old Amable.--v.12. Au soleil. La vie errante.--v.13. Sur l'eau. Des vers. A tale of old times. A family affair.--v.14. La paix du ménage. Musotte, by Guy de Maupassant and Jacques Normond. The lan",,,,,6722796.0,enk,11406120,1,4.0,4.0,v.1,1.0,"The life work of Henri René Guy de Maupassant | embracing romance, travel, comedy & verse, for the first time complete in English. | $c: With a critical preface by Paul Bourget and an introduction by Robert Arnot. Illustrated from original drawings by eminent French and American artists.",Short stories of the tragedy and comedy of life,True,Short stories of the tragedy and comedy of life,0.1678484623198092,0.0031337864631975,Guy,m,12.56379821958457,26.447710202608107,30.244897959183675,46.70970428987922,305.8513119533528,6744.65136125254,1.4,['fiction'],['unknown'],"the life work of henri rené guy de maupassant | embracing romance, travel, comedy & verse, for the first time complete in english. | $c: with a critical preface by paul bourget and an introduction by robert arnot. illustrated from original drawings by eminent french and american artists. short stories of the tragedy and comedy of life short stories of the tragedy and comedy of life",True
uc2.ark+=13960=t3nv9gf1n,"Becke, Louis","Becke, Louis",1855-1913.,1904.0,1904.0,s,1904,    ,"London, Leipzig, etc.;T. F. Unwin;1904.",1904,,,,,,4193896.0,enk,7685598,2,3.0,3.0,,,Chinkie's flat and other stories,,True,Chinkie's flat and other stories,0.2991515818965817,0.1073989704119922,Louis,m,12.355029585798816,35.61359896362172,35.66470588235294,59.83463667820068,299.0235294117647,5615.422975778548,2.6,['fiction'],"['fiction and juvenile belles lettres', 'english literature']",chinkie's flat and other stories  chinkie's flat and other stories,True
uc2.ark+=13960=t4qj7n85f,"Merriman, Henry Seton","Merriman, Henry Seton",1862-1903.,1904.0,1903.0,s,1904,    ,"London;Smith, Elder & Co.;1904;(London and Beccles;Printed by William Clowes and Sons)",1904,,,,,,33920618.0,enk,7701461,1,3.0,3.0,,,"Tomaso's fortune, and other stories",,True,"Tomaso's fortune, and other stories",0.1684118339316677,0.0040259845412827,Henry,m,17.70031545741325,163.87548885947714,35.018691588785046,202.6476257023904,280.65732087227417,13463.751729893924,2.4,['fiction'],['unknown'],"tomaso's fortune, and other stories  tomaso's fortune, and other stories",True
nyp.33433082303466,"Ford, Robert","Ford, Robert",1846-1905.,1904.0,1904.0,s,1904,    ,Paisley;Gardner;1904.,1904,2nd ed.|Rhymes of the nursery -- Counting-out rhymes -- Children's rhyme-games -- Children's songs and ballads -- Children's humour and quaint sayings -- Schoolroom facts and fancies -- Children's stories.,,Scotland|Games|Singing games|Children's songs|Nursery rhymes|Games with music|Children's literature,,,10400476.0,stk,8689142,1,1.0,1.0,,,"Children's rhymes, children's games, children's songs, children's stories : | a book for bairns and big folk / | $c: by Robert Ford.",,True,"Children's rhymes, children's games, children's songs, children's stories : a book for bairns and big folk",0.7012075597016892,0.9789422062041272,Robert,m,12.35593220338983,64.44619362252227,30.92929292929293,26.71890623405775,300.9057239057239,6750.226802253738,2.7,['unknown'],['unknown'],"children's rhymes, children's games, children's songs, children's stories : | a book for bairns and big folk / | $c: by robert ford.  children's rhymes, children's games, children's songs, children's stories : a book for bairns and big folk",True
njp.32101031780255,"Maupassant, Guy de","Maupassant, Guy de",1850-1893.,1904.0,1893.0,s,1904,    ,London;Duckworth;1904.,1904,Yvette -- Miss Harriet -- The umbrella -- The piece of string --Queen Hortense -- The masquerader -- The sea -- Moonlight -- In the country --A sale.,,"Galsworthy, A., John Galsworthy|tr|Mrs",,,7362390.0,enk,8887981,1,6.0,6.0,,,"Yvette, and other stories / | $c: by Guy de Maupassant ; translated by A.G. ; with a preface by Joseph Conrad.",,True,"Yvette, and other stories",0.0762377487946764,0.012096255697284,Guy,m,11.535714285714286,14.761711502782932,24.99361022364217,16.709224346476947,212.70287539936103,1755.8254549908645,1.9,['fiction'],['unknown'],"yvette, and other stories / | $c: by guy de maupassant ; translated by a.g. ; with a preface by joseph conrad.  yvette, and other stories",True
njp.32101068177078,"Drury, W. P. (William Price)","Drury, W. P. (William Price)",1861-,1904.0,1904.0,s,1904,    ,London;Chapman and Hall;1904.,1904,,,,,,17785586.0,enk,8969049,1,1.0,1.0,,,Bearers of the burden : | being stories of land and sea / | $c: by W.P. Drury.,,True,Bearers of the burden : being stories of land and sea,0.501195745713765,0.0548810355465535,William,m,11.2,21.369090909090907,28.138392857142858,58.03888313137754,278.9553571428572,6930.917649872448,3.1,['fiction'],['unknown'],bearers of the burden : | being stories of land and sea / | $c: by w.p. drury.  bearers of the burden : being stories of land and sea,True
njp.32101068574274,"Mrs., Wood, Henry","Wood, Ellen",1814-1887.,1904.0,1887.0,s,1904,    ,London;New York;Macmillan;1904.,1904,,,,,,220953925.0,enk,8972365,1,1.0,1.0,,,"Parkwater, and other stories / | $c: by Mrs Henry Wood.",,True,"Parkwater, and other stories",0.1885431055392018,0.0031841378375494,Ellen,f,15.718340611353712,28.128091569573428,25.464052287581698,23.30317399290871,262.43572984749454,3002.302514227671,2.5,['fiction'],['unknown'],"parkwater, and other stories / | $c: by mrs henry wood.  parkwater, and other stories",True
nc01.ark+=13960=t40s0tp35,"Carter, E","Carter, E",,1904.0,1904.0,q,1904,1905,London;New York;Frederick Warne and Co.;1904 or 1905,1904,,,,,,9534108.0,enk,12193676,1,1.0,1.0,,,Nature stories for little folk,,True,Nature stories for little folk,0.4563932750675223,0.9858366423195452,E,unknown,9.107142857142858,43.05994897959183,24.0625,162.99609375,151.734375,11028.132568359377,1.8,['fiction'],['unknown'],nature stories for little folk  nature stories for little folk,True
mdp.39015028011206,"Gorky, Maksim","Gorky, Maksim",1868-1936.,1905.0,1905.0,s,1905,    ,London;T. F. Unwin;1905.,1905,,,,,PZ3.G678Ou,2162944.0,enk,1224821,3,3.0,3.0,cop.2,,"The outcasts, and other stories,",,True,"The outcasts, and other stories",0.4166543269144435,0.0155775760722408,Maksim,m,18.483443708609272,44.726547081268365,29.38853503184713,51.66432715323136,284.7579617834395,6804.527404762871,1.5,['unknown'],['unknown'],"the outcasts, and other stories,  the outcasts, and other stories",True
wu.89098865900,"Atherton, Gertrude Franklin Horn","Atherton, Gertrude Franklin Horn",1857-1948.,1905.0,1905.0,s,1905,    ,London;New York;Macmillan;1905.,1905,The bell in the fog - The striding place - The dead and the countess - The greatest good of the greatest number - A monarch of a small survey - The tragedy of a snob - Crowned with one crest - Death and the woman - A prologue (to an unwritten play) - Talbot of Ursula.,,,,,10733734.0,enk,5908857,1,2.0,2.0,,,The bell in the fog : | and other stories / | $c: by Gertrude Atherton.,,True,The bell in the fog : and other stories,0.5059576820302102,0.0238865620642165,Gertrude,f,12.89763779527559,50.63256659846653,24.4765625,94.94215901692708,204.0833333333333,6253.935763888888,3.8,['fiction'],['unknown'],the bell in the fog : | and other stories / | $c: by gertrude atherton.  the bell in the fog : and other stories,True
nyp.33433074936356,"Barlow, Jane","Barlow, Jane",1857?-1917.,1905.0,1905.0,s,1905,    ,London;T. Fisher Univin;1905.,1905,,,Social life and customs,Ireland,,8046082.0,enk,6502083,2,2.0,2.0,,,"By beach and bog-land ; | some Irish stories / | $c: by Jane Barlow, with a frontispeace by Paul Henry.",,True,By beach and bog-land ; some Irish stories,0.1159182677279354,0.2734123650280225,Jane,f,10.990353697749196,38.80698090383681,30.09841269841269,62.99666414714033,296.2603174603175,8355.665568153188,2.6,['unknown'],['unknown'],"by beach and bog-land ; | some irish stories / | $c: by jane barlow, with a frontispeace by paul henry.  by beach and bog-land ; some irish stories",True
uc2.ark+=13960=t2w37pp3s,"Spenser, Edmund","Spenser, Edmund",1552?-1599.,1905.0,1599.0,s,1905,    ,London;Jack;1905,1905,,,,,,16269755.0,enk,6516696,1,1.0,1.0,,,Stories from the Faerie queen,,False,Stories from the Faerie queen,0.1845142066696299,0.9647818617616414,Edmund,m,9.976744186046512,13.045970795024337,30.432835820895523,107.2305635999109,194.15671641791045,5677.96797727779,1.5,['fiction'],['unknown'],stories from the faerie queen  stories from the faerie queen,True
nyp.33433074381728,"Church, Alfred John","Church, Alfred John",1829-1912.,1905.0,1905.0,s,1905,    ,London;Seeley and Co.;1905.,1905,,,,,,20785783.0,enk,8618804,1,1.0,1.0,,,Heroes and kings : | stories from the Greek / | $c: by the Rev. Alfred J. Church.,,True,Heroes and kings : stories from the Greek,0.3965432991212685,0.9507787478329288,Alfred,m,8.586497890295359,9.212982249995548,22.46586345381526,39.574135901033856,205.32128514056225,4105.2943662199,2.0,['unknown'],['unknown'],heroes and kings : | stories from the greek / | $c: by the rev. alfred j. church.  heroes and kings : stories from the greek,True
nyp.33433074854732,"Freeman, Mary Eleanor Wilkins","Freeman, Mary Eleanor (Wilkins), Mrs",1852-1930.,1905.0,1905.0,s,1905,    ,Edinburgh;D. Douglas;1905.,1905,A far-away melody -- A moral exigency -- A mistaken charity --Gentian -- An object of love -- A gatherer of simples -- An independent thinker -- In butterfly time -- An unwilling guest -- A souvenir -- An old arithmetician -- A conflict ended -- A patient waiter -- A conquest of humility.,,,,,37232586.0,stk,8668813,2,2.0,2.0,,,A far-away melody : | and other stories / | $c: by Mary E. Wilkins.,,True,A far-away melody : and other stories,0.044131990343086,0.0045291430798004,Wilkins,unknown,15.810240963855422,27.774232472056905,27.68154761904762,23.40751665249433,244.8720238095238,2683.2723125708617,2.1,['fiction'],['unknown'],a far-away melody : | and other stories / | $c: by mary e. wilkins.  a far-away melody : and other stories,True
nyp.33433071388346,"Mackintosh, W. R","Mackintosh, William R",,1905.0,1905.0,s,1905,    ,Kirkwall;W.R. Mackintosh;pref. 1905,1905,2. ed.,,Scotland|Folklore|Orkney Islands,Orkney (Scotland),,35320633.0,stk,8687671,1,2.0,2.0,,,"Around the Orkney peat-fires: | being sketches of notable Orcadians, smuggling anecdotes, stories of the press-gang, and witch and other tales.",,True,"Around the Orkney peat-fires: being sketches of notable Orcadians, smuggling anecdotes, stories of the press-gang, and witch and other tales",0.6580959888089308,0.0089725761819986,William,m,10.595441595441596,7.864822525791187,27.771587743732592,30.309944832830283,253.52924791086352,3421.742180771409,1.6,['unknown'],['unknown'],"around the orkney peat-fires: | being sketches of notable orcadians, smuggling anecdotes, stories of the press-gang, and witch and other tales.  around the orkney peat-fires: being sketches of notable orcadians, smuggling anecdotes, stories of the press-gang, and witch and other tales",True
mdp.39015000604630,"Gissing, George","Gissing, George",1857-1903.,1906.0,1903.0,s,1906,    ,"London;A. Constable and company, ltd.;1906.",1906,The work of George Gissing.--A chronological record.--The house of cobwebs.--A capitalist.--Christopherson.--Humplebee.--The serupulous father.--A poor gentleman.--Miss Rodney's leisure.--A charming family.--A daughter of the lodge.--The riding-whip.--Fate and the apothecary.--Topham's chance.--A lodger in Maze pond.--The salt of the earth.--The pig and whistle.,,,,PZ3.G45H,13609425.0,enk,391228,3,5.0,4.0,,,"The house of cobwebs, | and other stories, | $c: by George Gissing; to which is prefixed, the work of George Gissing, an introductory survey by Thomas Seccombe.",,True,"The house of cobwebs, and other stories",0.1728859988776898,0.0067699789312404,George,m,17.48870056497175,39.09168023237256,31.74022346368715,35.60011391654443,340.35474860335194,5570.485885271995,1.9,['fiction'],['fiction and juvenile belles lettres'],"the house of cobwebs, | and other stories, | $c: by george gissing; to which is prefixed, the work of george gissing, an introductory survey by thomas seccombe.  the house of cobwebs, and other stories",True
mdp.39015009178263,"London, Jack","London, Jack",1876-1916.,1906.0,1906.0,s,1906,    ,London;W. Heinemann;1906.,1906,Moon-face; a story of a mortal antipathy.--The leopard man's story.--The hobo.--Amateur night.--The monions of Midas.--The shadow and the flash.--All Gold Canyon.--Planchette.,,,,,2038016.0,enk,628708,1,3.0,2.0,,,"Moon-face, and other stories, | $c: by Jack London.",,True,"Moon-face, and other stories",0.1505762140094853,0.0253035992886605,Jack,m,14.96911196911197,29.543447473949403,21.854014598540147,31.10277585380149,216.96715328467155,4209.659505034898,1.5,['fiction'],['unknown'],"moon-face, and other stories, | $c: by jack london.  moon-face, and other stories",True
wu.89097490890,"Gould, Frederick James","Gould, Frederick James",1855-1938.,1906.0,1906.0,s,1906,    ,London;S. Sonnenschein & Co.;1906.,1906,,,Storytelling|Children's literature|Moral education,,,2325718.0,enk,6907968,1,1.0,1.0,,,"Life and manners. | A volume of stories suitable for the moral instruction of children, | $c: by F.J. Gould. Issued for the moral instruction league.",,True,Life and manners. A volume of stories suitable for the moral instruction of children,0.507887006960291,0.9983564322435337,Frederick,m,17.24137931034483,41.57391993658344,28.13714285714286,51.42119183673469,268.5114285714285,6004.821297959184,2.9,['unknown'],['unknown'],"life and manners. | a volume of stories suitable for the moral instruction of children, | $c: by f.j. gould. issued for the moral instruction league.  life and manners. a volume of stories suitable for the moral instruction of children",True
uc2.ark+=13960=t4qj7kz3m,"Wollstonecraft, Mary","Wollstonecraft, Mary",1759-1797.,1906.0,1791.0,r,1906,1791,London;H. Frowde;1906.,1906,,,,,,9797380.0,enk,7705175,1,1.0,1.0,,,Mary Wollstonecraft's original stories,,False,Mary Wollstonecraft's original stories,0.2652251559108761,0.9930074197960188,Mary,f,11.883928571428571,14.906170280612242,37.141666666666666,110.20493055555556,301.26666666666665,12803.062222222225,2.0,['fiction'],['unknown'],mary wollstonecraft's original stories  mary wollstonecraft's original stories,True
uc1.b3321698,"Sir, Besant, Walter","Besant, Walter, Sir",1836-1901.,1906.0,1901.0,s,1906,    ,London;Chatto;1906.,1906,New impression.,,,,,35225402.0,enk,7914994,2,2.0,2.0,,,The ten years' tenant : | and other stories / | $c: by Walter Besant and James Rice.,,True,The ten years' tenant : and other stories,0.2031278684547317,0.0572205664465096,Walter,m,21.32307692307692,40.8894674556213,36.44444444444444,40.0306973640307,423.3783783783784,6553.850823796768,1.8,['unknown'],['unknown'],the ten years' tenant : | and other stories / | $c: by walter besant and james rice.  the ten years' tenant : and other stories,True
nyp.33433068288590,"Hinkley, Edyth","Hinkley, Edyth",,1906.0,1906.0,s,1906,    ,London;Religious Tract Soc.;1906.,1906,,,World Christianity Union Collection|India|1909|Missions|Social life and customs|19th century,India,,38446096.0,enk,8628298,1,3.0,3.0,,,"A struggle for a soul, | and other stories of life and work in South India, | $c: by Edyth Hinkley and Marie L. Christlieb. With an introduction by the Rev. R. Wardlaw Thompson ...",,True,"A struggle for a soul, and other stories of life and work in South India",0.5930297063660009,0.0053215096653886,Edyth,unknown,14.1871921182266,64.70387536703147,25.608294930875577,73.97099110195586,247.72811059907835,9531.248656798827,1.3,['unknown'],['unknown'],"a struggle for a soul, | and other stories of life and work in south india, | $c: by edyth hinkley and marie l. christlieb. with an introduction by the rev. r. wardlaw thompson ...  a struggle for a soul, and other stories of life and work in south india",True
nyp.33433074961578,"Onions, Oliver","Onions, Oliver",1873-1961.,1906.0,1906.0,s,1906,    ,London;Hurst and Blackett;1906.,1906,,,,,,9221816.0,enk,8666301,1,1.0,1.0,,,Back o' the moon and other stories / | $c: by Oliver Onions.,,True,Back o' the moon and other stories,0.183881402552472,0.030960584570199,Oliver,m,14.368571428571428,30.238440816326527,28.019718309859154,31.33200555445348,280.9380281690141,4179.691934140052,2.0,['fiction'],['unknown'],back o' the moon and other stories / | $c: by oliver onions.  back o' the moon and other stories,True
njp.32101067921153,,,,1906.0,1906.0,s,1906,    ,Edinburgh;O. Schulze & company;1906,1906,,,,,PR2115.A1,2887889.0,stk,8966124,1,1.0,1.0,,,"The noble birth and gallant atchievements of that remarkable outlaw Robin Hood, | together with a trve account of the many merry & extravagant exploits he play'd, in twelve several stories, newly collected into one volvme | $c: by an ingenious antiqvary.",,True,"The noble birth and gallant atchievements of that remarkable outlaw Robin Hood, together with a trve account of the many merry & extravagant exploits he play'd, in twelve several stories, newly collected into one volvme",0.9690127808181568,0.9980582662158664,,unknown,7.064516129032258,15.737773152965662,23.216216216216218,190.3316289262236,284.7027027027027,39574.74945215485,1.7567567567567568,['unknown'],['english literature'],"the noble birth and gallant atchievements of that remarkable outlaw robin hood, | together with a trve account of the many merry & extravagant exploits he play'd, in twelve several stories, newly collected into one volvme | $c: by an ingenious antiqvary.  the noble birth and gallant atchievements of that remarkable outlaw robin hood, together with a trve account of the many merry & extravagant exploits he play'd, in twelve several stories, newly collected into one volvme",True
uc2.ark+=13960=t1xd0tf0b,"Marshall, H. E","Marshall, H. E",,1907.0,1907.0,s,1907,    ,London;T.C. & E.C. Jack;New York;E.P. Dutton & Co.;pref. 1907,1907,,,Chanson de Roland,,,17316349.0,enk,6505002,1,1.0,1.0,,,Stories of Roland;,,True,Stories of Roland;,0.0736208997916269,0.9089321972430244,H,unknown,12.432,16.117376000000004,26.290076335877863,51.88532136821864,181.9083969465649,3642.1290134607534,1.7,['unknown'],['unknown'],stories of roland;  stories of roland;,True
uc2.ark+=13960=t4mk67c3w,"Starkey, E. A. Henry","Starkey, E. A. Henry",,1907.0,1907.0,s,1907,    ,"London;Digby, Long;1907.",1907,,,,,,13414001.0,enk,7674043,1,1.0,1.0,,,"Australian shooting sketches, and other stories",,True,"Australian shooting sketches, and other stories",0.4702319797055418,0.0042715708997242,E,unknown,8.4,13.162033898305085,31.247491638795985,27.029048892070563,214.6488294314381,1744.381695954184,2.7,['fiction'],['unknown'],"australian shooting sketches, and other stories  australian shooting sketches, and other stories",True
uc2.ark+=13960=t5q81761w,"Young, Filson","Young, Filson",1876-1938.,1907.0,1907.0, ,1907,    ,London;Grant Richards;1907.,1907,,,"Operas|Stories, plots, etc|Scenarios|Wagner, Richard|1813-1883",,,220616215.0,enk,7683796,1,5.0,5.0,,,The Wagner stories,,True,The Wagner stories,0.1889125548699868,0.8346292129564357,Filson,unknown,8.59731543624161,10.864690779694609,33.7124183006536,631.0088000341747,223.843137254902,3362.1910803537103,2.6,['unknown'],['unknown'],the wagner stories  the wagner stories,True
njp.32101066164821,"Blackwood, Algernon","Blackwood, Algernon",1869-1951.,1907.0,1907.0,s,1907,    ,London;E. Nash;1907.,1907,The listener.-Max Hensig.-bacteriologist and murderer.-The willows.-The insanity of Jones.-The dance of death.-The old man of visions.-May day eve.-Miss Slumbubble-and claustrophobis.-The woman's ghost story.,,,,PZ3.B5683L,1897598.0,enk,8926196,1,1.0,1.0,,,"The listener, and other stories, | $c: by Algernon Blackwood ...",,True,"The listener, and other stories",0.3369488105687686,0.0185450859174098,Algernon,unknown,16.90909090909091,221.17355371900825,30.914948453608247,84.23761159528112,298.80927835051546,7964.391460303964,1.1,['unknown'],['fiction and juvenile belles lettres'],"the listener, and other stories, | $c: by algernon blackwood ...  the listener, and other stories",True
uc1.b4658805,"Becke, Louis","Becke, Louis",1855-1913.,1907.0,1907.0,s,1907,    ,London;Religious Tract Society;1907,1907,"- The settlers of Karossa Creek.- Bella of Barina.- 'Sonny'|The settlers of Karossa Creek.--Bella of Barina.--""Sonny.""",,,,,,enk,11158161,1,1.0,1.0,,,The settlers of Karossa Creek and other stories of Australian bush life / | $c: by Louis Becke.,,True,The settlers of Karossa Creek and other stories of Australian bush life,0.1922962347333263,0.068945980542107,Louis,m,8.745833333333334,14.272899305555557,23.260162601626018,63.94044550201599,205.10569105691056,3342.2733822460177,1.8,['fiction'],['unknown'],the settlers of karossa creek and other stories of australian bush life / | $c: by louis becke.  the settlers of karossa creek and other stories of australian bush life,True
mdp.39015031235354,"Hawthorne, Nathaniel","Hawthorne, Nathaniel",1804-1864.,1908.0,1864.0,s,1908,    ,London;Macmillan & co.;1908.,1908,,,,,,66792844.0,enk,479209,1,1.0,1.0,,,"Stories from A wonder-book for girls & boys, | $c: by Nathaniel Hawthorne. Ed. for schools by J. H. Fowler.",,False,Stories from A wonder-book for girls & boys,,,Nathaniel,m,15.136054421768709,115.57332592901108,29.625,86.31332236842105,293.25657894736844,7049.177588296398,2.1,['unknown'],['unknown'],"stories from a wonder-book for girls & boys, | $c: by nathaniel hawthorne. ed. for schools by j. h. fowler.  stories from a wonder-book for girls & boys",True
mdp.39015063979374,"Putnam Weale, B. L. (Bertram Lenox)","Putnam Weale, B. L. (Bertram Lenox)",1877-1930.,1908.0,1908.0,s,1908,    ,"London;Macmillan and co., limited;1908.",1908,The forbidden boundary.--The story of the adventurous Frenchman.--The cult of Sparta.--The fever bed.--A missionary of empire.--The enemy.--Drugs and the man.--Loot.,,,,PZ3.S611F,2175714.0,enk,782266,2,2.0,2.0,,,The forbidden boundary : | and other stories / | $c: by B.L. Putnam Weale [pseud.] ...,,True,The forbidden boundary : and other stories,0.0523321831670131,0.0385940224303073,Bertram,m,13.885085574572129,26.219068513459383,31.52542372881356,28.66097591004228,296.3414043583535,3251.7696416113126,2.6,['fiction'],['fiction and juvenile belles lettres'],the forbidden boundary : | and other stories / | $c: by b.l. putnam weale [pseud.] ...  the forbidden boundary : and other stories,True
mdp.39015020809144,"Chekhov, Anton Pavlovich","Chekhov, Anton Pavlovich",1860-1904.,1908.0,1904.0,s,1908,    ,London;Duckworth & co.;1908.,1908,,,,,PZ3.C3985K,2038925.0,enk,1227835,1,3.0,3.0,,,"The kiss, and other stories,",,True,"The kiss, and other stories",0.078744013850148,0.0074769012997591,Anton,m,16.40625,32.49815538194444,26.68493150684932,25.71580033777444,266.5102739726028,3567.448524582473,2.3,['unknown'],['fiction and juvenile belles lettres'],"the kiss, and other stories,  the kiss, and other stories",True
uc1.32106001922738,"Becke, Louis","Becke, Louis",1855-1913.,1908.0,1908.0,s,1908,    ,London;J. Clarke;1908.,1908,,,"Adventure stories, Australian|Social life and customs|Sea stories, Australian",Pacific Area,,4466130.0,enk,7121166,2,2.0,2.0,,,"The pearl divers of Roncador Reef, and other stories / | $c: by Louis Becke.",,True,"The pearl divers of Roncador Reef, and other stories",0.6657934215535904,0.2075413769253299,Louis,m,17.203389830508474,342.77219189887967,32.079734219269106,360.8574298296928,316.1262458471761,13875.492367633911,6.0,['fiction'],['unknown'],"the pearl divers of roncador reef, and other stories / | $c: by louis becke.  the pearl divers of roncador reef, and other stories",True
nyp.33433043831654,"Gilchrist, Murray","Gilchrist, Murray",1868-1917.,1908.0,1908.0,s,1908,    ,Leek [Staffordshire;Published at the Moorlands Press by W.H. Eaton;London;Simpkin Marshall Hamilton Kent;1908.,1908,,,,,,11940063.0,enk,8612466,1,1.0,1.0,,,Good-bye to market : | a collection of stories / | $c: by R. Murray Gilchrist.,,True,Good-bye to market : a collection of stories,0.0929077714489325,0.0217820493919941,Murray,m,12.36842105263158,30.15613195668598,23.61290322580645,48.81789802289282,229.778801843318,6511.333559854744,2.1,['fiction'],['unknown'],good-bye to market : | a collection of stories / | $c: by r. murray gilchrist.  good-bye to market : a collection of stories,True
nyp.33433075744817,"Oxenham, John","Oxenham, John",1852-1941.,1908.0,1908.0,s,1908,    ,London;Methuen & Co.;1908,1908,,,English fiction,,,37283022.0,enk,8669379,1,1.0,1.0,,,"The song of Hyacinth, and other stories, | $c: by John Oxenham [pseud.]",,True,"The song of Hyacinth, and other stories",0.1210920963313434,0.7337020022982352,John,m,31.830815709969787,3040.992524712261,40.41246290801187,799.3165212337875,366.8516320474777,38679.65157745512,3.0,['fiction'],['unknown'],"the song of hyacinth, and other stories, | $c: by john oxenham [pseud.]  the song of hyacinth, and other stories",True
mdp.39015062244283,"Baring, Maurice","Baring, Maurice",1874-1945.,1909.0,1909.0,s,1909,    ,London;Mills & Boon;1909,1909,2d ed.,,,,,10016334.0,enk,115141,1,1.0,1.0,,,"Orpheus in Mayfair and other stories and sketches, | $c: by Maurice Baring.",,True,Orpheus in Mayfair and other stories and sketches,0.3766208054284989,0.1340391179920722,Maurice,m,15.308724832214764,212.897977568578,27.07166123778501,144.24893632823694,251.10423452768728,8532.836040700699,5.2,['fiction'],['unknown'],"orpheus in mayfair and other stories and sketches, | $c: by maurice baring.  orpheus in mayfair and other stories and sketches",True
mdp.39015002193913,"Cervantes Saavedra, Miguel de","Cervantes Saavedra, Miguel de",1547-1616.,1909.0,1616.0,s,1909,    ,London;& Edinburgh;T.C. & E.C. Jack;1909.,1909,,,,,,31129223.0,enk,1523887,1,1.0,1.0,,,Stories ...,,False,Stories,0.8483895436250781,0.8009347441998529,Miguel,m,7.684210526315789,5.775875094434651,29.65420560747664,31.880426238099403,313.7570093457944,4551.557777971875,3.2,['unknown'],['unknown'],stories ...  stories,True
uc1.b4104374,"MacDonald, George","MacDonald, George",1824-1905.,1909.0,1905.0,s,1909,    ,London;1909].,1909,,,,,,25821545.0,enk,6155842,1,1.0,1.0,,,"The portent, | and other stories | $c: by George Macdonald.",,True,"The portent, and other stories",0.066848006114636,0.0304574867544057,George,m,32.02836879432624,163.21905336753684,64.27210884353741,467.6674533759082,693.0612244897959,60271.5540746911,3.0,['unknown'],['unknown'],"the portent, | and other stories | $c: by george macdonald.  the portent, and other stories",True
wu.89097490858,"Gould, Frederick James","Gould, Frederick James",1855-1938.,1909.0,1909.0,s,1909,    ,London;Watts & Co.;1909.,1909,,,Children's stories|Moral education,,,31279689.0,enk,6907969,1,1.0,1.0,,,"Stories for moral instruction : | supplementary volume containing additional stories illustrative of the topics treated in the four volumes of ""The children's book of moral lessons,"" also ""The story of the Nibelungs"" / | $c: by F.J. Gould.",,True,"Stories for moral instruction : supplementary volume containing additional stories illustrative of the topics treated in the four volumes of ""The children's book of moral lessons,"" also ""The story of the Nibelungs""",0.4582179935577568,0.9549733901721128,Frederick,m,23.742857142857144,37.82911564625852,38.69626168224299,57.052602847410256,386.75233644859816,7363.466700148485,1.8,['unknown'],['unknown'],"stories for moral instruction : | supplementary volume containing additional stories illustrative of the topics treated in the four volumes of ""the children's book of moral lessons,"" also ""the story of the nibelungs"" / | $c: by f.j. gould.  stories for moral instruction : supplementary volume containing additional stories illustrative of the topics treated in the four volumes of ""the children's book of moral lessons,"" also ""the story of the nibelungs""",True
uc2.ark+=13960=t1jh3hz3j,"Dayrell, Elphinstone","Dayrell, Elphinstone",1869-1917.,1910.0,1910.0,s,1910,    ,"London;Longmans, Green;1910.",1910,,,Folklore|Tales|Nigeria,,,28611029.0,enk,1277114,3,4.0,4.0,,,"Folk stories from southern Nigeria, West Africa",,True,"Folk stories from southern Nigeria, West Africa",0.954815550253564,0.4208132950543613,Elphinstone,unknown,10.02247191011236,25.0556747885368,33.772222222222226,92.79811728395065,276.9888888888889,10028.744320987656,2.0,['unknown'],['unknown'],"folk stories from southern nigeria, west africa  folk stories from southern nigeria, west africa",True
