gutenberg_id,title,subjects,bookshelves,languages,copyright,media_type,download_count,authors,translators,summaries,formats
29418,The Man from Time,Science fiction; Short stories; Time travel -- Fiction,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Science Fiction,en,False,Text,3845,"Long, Frank Belknap (1903-1994)",,"""The Man from Time"" by Frank Belknap Long is a science fiction novella written in the early 1950s. The story explores the psychological struggles of a man named Daring Moonson who travels through time using a sophisticated machine. It delves into the themes of fear, isolation, and the human condition, suggesting that even technological advancements cannot shield individuals from their internal conflicts.  In the narrative, Daring Moonson grapples with acute ""Time Fear,"" a debilitating anxiety that seizes him during his travels. Despite his innovative journey through different ages, he becomes increasingly haunted by past fears and uncertainties about his own existence and relationships. As he encounters various characters, including a troubled young couple and a writer struggling with his past failures, Moonson learns the importance of companionship and emotional connection. Ultimately, the story culminates in a realization that love and trust can overcome fear, leading him back to his wife, Rutella, who has come to reaffirm their bond and confront life's challenges together. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/29418.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/29418/29418-h/29418-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/29418.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/29418.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/29418.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/29418.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/29418/pg29418.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/29418/pg29418-h.zip
375,An Occurrence at Owl Creek Bridge,"Prisoners -- Fiction; Short stories; United States -- History -- Civil War, 1861-1865 -- Fiction",Browsing: Fiction; Browsing: History - American; Browsing: Literature; Horror; US Civil War,en,False,Text,3789,"Bierce, Ambrose (1842-1913)",,"""An Occurrence at Owl Creek Bridge"" by Ambrose Bierce is a short story written in the late 19th century, during the American Civil War era. The narrative delves into themes of time, perception, and the human experience of death. It portrays the moments leading up to an execution, examining both the protagonist’s thoughts and the stark reality of his fate.  The story follows Peyton Farquhar, a Southern planter who is condemned to be hanged by Union soldiers for attempting to sabotage a railroad bridge. As he stands upon the bridge, thoughts of escape flood his mind, and he fantasizes about evading his captors and reuniting with his family. In a dramatic turn, he falls into the river below during his execution. What follows is a vivid and surreal escape sequence as he struggles against the odds, perceiving the world with heightened clarity. However, in a shocking conclusion, it is revealed that Farquhar never escaped; his journey was merely a final, imaginative flight of consciousness before death claimed him at the bridge. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/375.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/375.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/375.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/375.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/375.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/375/pg375.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/375/375-0.zip
27200,Fairy Tales of Hans Christian Andersen,"Children's stories, Danish -- Translations into English; Fairy tales; Fairy tales -- Denmark; Short stories",Browsing: Children & Young Adult Reading; Browsing: Literature,en,False,Text,3703,"Andersen, H. C. (Hans Christian) (1805-1875)",,"""Fairy Tales of Hans Christian Andersen"" by H. C. Andersen is a collection of enchanting stories written in the early 19th century. This compilation includes beloved tales such as ""The Little Mermaid,"" ""The Ugly Duckling,"" and ""The Princess and the Pea,"" among many others. Andersen's fairy tales often explore themes of love, sacrifice, and transformation through the lives of whimsical characters and fantastical settings, inviting readers both young and old into a world where morality and fantasy intermingle.  At the start of this collection, readers are introduced to a variety of settings and characters that set the stage for Andersen's storytelling. The opening tale describes the beauty of nature outside a church, contrasting it with the preacher's grim sermon highlighting humanity's wickedness. This duality is extended to the pastor's reflections on sin and mercy, culminating in a significant encounter with the spirit of his deceased wife, who prompts him to seek a means of redemption. The beginning showcases Andersen's signature blend of poignant moral lessons wrapped in poetic prose, hinting at the profound emotional depth and imaginative exploration that will unfold in the tales that follow. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/27200.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/27200/27200-h/27200-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/27200.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/27200.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/27200.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/27200.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/27200/pg27200.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/27200/pg27200-h.zip
21279,2 B R 0 2 B,Science fiction; Short stories,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Science Fiction,en,False,Text,3647,"Vonnegut, Kurt (1922-2007)",,"""2 B R 0 2 B"" by Kurt Vonnegut is a short story that originally appeared in the magazine ""Worlds of If"" in the early 1960s. This satirical piece explores themes of population control and the moral implications of voluntary death in a future society where aging and diseases have been conquered, and the population is deliberately capped at forty million to ensure quality of life. The narrative reflects the absurdities and moral dilemmas faced by individuals in a world with strict population management.  The story revolves around Edward K. Wehling Jr., who is anxiously waiting for his wife to give birth to triplets in a hospital that doubles as a setting for a shocking societal norm: for every new life, another must willingly end. As Wehling grapples with the heart-wrenching decision of which of his children will live, he is confronted by various characters that symbolize the darker, utilitarian aspects of this engineered world. These include Dr. Hitz, who promotes the concept of population control, and Leora Duncan, a termination facilitator. Ultimately, faced with the impossible choice and the grim reality of the situation, Wehling makes a tragic decision that underscores the story's critique of society's cold rationalism surrounding life and death. In a final moment of despair, the painter observes the events unfold and decides to end his own life by calling the ""Federal Bureau of Termination,"" highlighting the pervasive theme of hopelessness in such a dystopian existence. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/21279.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/21279/21279-h/21279-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/21279.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/21279.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/21279.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/21279.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/21279/pg21279.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/21279/pg21279-h.zip
31516,The Eyes Have It,Humorous stories; Science fiction; Short stories,Browsing: Fiction; Browsing: Humour; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Science Fiction,en,False,Text,3488,"Dick, Philip K. (1928-1982)",,"""The Eyes Have It"" by Philip K. Dick is a short science fiction story written in the early to mid-20th century. The work delves into themes of perception and reality, illustrating how ordinary observations can take on extraordinary implications when viewed from a different perspective. It showcases Dick's signature style of blending unsettling humor with speculative ideas.  The narrative follows an unnamed protagonist who stumbles upon a seemingly innocuous book featuring peculiar descriptions of human anatomy. As he reads, he grows increasingly alarmed by the bizarre possibility that the characters in the story are actually alien life forms capable of detaching their body parts. The protagonist's mounting horror is compounded by his realization that these nonhuman beings live without any regard for their missing limbs or organs, treating such actions as mundane. Ultimately, the tale culminates in the protagonist's desperate attempt to escape the unsettling implications of the story, suggesting a whimsical yet unnerving critique of human nature and societal norms. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/31516.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/31516/31516-h/31516-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/31516.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/31516.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/31516.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/31516.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/31516/pg31516.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/31516/pg31516-h.zip
7256,The Gift of the Magi,Christmas stories; Gifts -- Fiction; Short stories,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature; Christmas,en,False,Text,3461,"Henry, O. (1862-1910)",,"""The Gift of the Magi"" by O. Henry is a poignant short story written in the early 20th century, specifically during the early 1900s. The narrative revolves around the themes of love and sacrifice, showcasing the lengths to which two devoted partners are willing to go to express their love for each other despite their financial struggles. The story is a timeless exploration of the true spirit of giving, especially during the Christmas season.  The plot centers on Della and Jim, a young couple living in modest circumstances. With only $1.87 to spend on Christmas gifts, Della decides to sell her long, cherished hair to buy a platinum fob chain for Jim's prized watch. Unbeknownst to her, Jim sells his watch to buy beautiful combs for Della's hair. When they exchange their gifts, both are shocked and saddened to realize the sacrifices they made, yet their love for one another shines through amidst the disappointment. Ultimately, the story emphasizes that the greatest gift is the love and sacrifices made for one another, echoing the wisdom of the magi who brought precious gifts in the biblical tale. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/7256.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/7256.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/7256.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/7256.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/7256.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/7256/pg7256.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/7256/7256-0.zip
1429,"The Garden Party, and Other Stories","New Zealand -- Social life and customs -- Fiction; Short stories, New Zealand",Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature; New Zealand,en,False,Text,3436,"Mansfield, Katherine (1888-1923)",,"""The Garden Party and Other Stories"" by Katherine Mansfield is a collection of short stories written in the early 20th century. The stories explore themes of social class, identity, and the intricacies of human relationships, often set against the backdrop of the changing world of the time. The varied cast of characters, including the affluent Burnell family and their interactions with the working-class individuals around them, embodies the tensions and disconnections of different social strata.  The opening of ""The Garden Party"" introduces a beautiful summer day filled with preparations for the titular garden party hosted by the Burnell family. The atmosphere is lively as Laura Burnell, the main character, navigates family dynamics while arranging the event. She interacts with the charismatic workmen setting up the marquee and contemplates her position within the established social order. Amid the joyful preparations, the news of a tragic accident—a local man’s death—complicates Laura’s feelings about the day, leading her to question the morality of celebrating such a moment when tragedy is occurring nearby. This sets the stage for a story rife with tension between personal sensibility and societal expectations. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/1429.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/1429.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/1429.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/1429.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/1429.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/1429/pg1429.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/1429/pg1429-h.zip
6133,"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar","Adventure stories, French -- Translations into English; Burglars -- Fiction; Lupin, Arsène (Fictitious character) -- Fiction; Mystery and detective stories; Short stories",Browsing: Crime/Mystery; Browsing: Fiction; Crime Fiction,en,False,Text,3346,"Leblanc, Maurice (1864-1941)",,"""The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar"" by Maurice Leblanc is a novel likely written during the early 20th century. The story follows the charming and cunning Arsène Lupin, a notorious gentleman thief who uses his wit and disguises to outsmart both the rich and the detectives pursuing him, including his main adversary, Ganimard. The book presents an intriguing exploration of crime and deception, set in a world filled with adventure and suspense.  The beginning of the novel introduces us to the setting aboard the transatlantic steamship ‘La Provence’ where passengers enjoy their journey while a mysterious tension builds around the presence of Arsène Lupin, rumored to be on board. As a wireless message alerts the passengers to his identity, the intrigue heightens. Conversations reveal the social dynamics and personal attractions among the characters, especially between Bernard d’Andrézy and the beautiful Miss Nelly Underdown. When a jewelry theft disrupts the voyage, suspicion falls on a fellow passenger named Rozaine, who shares similarities with Lupin, leading to a thrilling contest of wits and escalating tension among the travelers as they grapple with the reality of being in close proximity to a master criminal. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/6133.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/6133.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/6133.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/6133.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/6133.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/6133/pg6133.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/6133/6133-0.zip
512,Mosses from an old manse,"New England -- Social life and customs -- Fiction; Short stories, American",Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature; Gothic Fiction,en,False,Text,2714,"Hawthorne, Nathaniel (1804-1864)",,"""Mosses from an Old Manse"" by Nathaniel Hawthorne is a collection of essays and sketches written in the mid-19th century. This work brings forth Hawthorne's contemplations on nature, humanity, and the setting around the Old Manse, a parsonage that serves both as a backdrop and character within his narratives. In the opening portion, the author reflects on the beauty and tranquility of this rural environment, as well as the thoughts and historical implications conjured by the landscape and its sounds.  The beginning of ""Mosses from an Old Manse"" introduces the reader to the Old Manse, a once-hallowed parsonage infused with the spirits of its past clerical tenants and the weight of their thoughts and sermons. As Hawthorne describes the physical characteristics of the house and its surroundings, he emphasizes a profound connection to nature and the historical significance of the area, particularly in relation to the Revolutionary War. He shares his personal journey into writing and deep introspection prompted by the silence and stillness of the Old Manse, revealing a longing to uncover the moral and philosophical treasures hidden within this idyllic but neglected space. The piece sets the stage for Hawthorne's exploration of life, death, and beauty intertwined with natural landscapes in the essays that follow. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/512.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/512.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/512.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/512.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/512.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/512/pg512.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/512/512-0.zip
25525,"The Works of Edgar Allan Poe, The Raven Edition: Table Of Contents And Index Of The Five Volumes","American fiction -- 19th century; Fantasy fiction; Horror tales, American; Indexes; Poe, Edgar Allan, 1809-1849; Short stories",Browsing: Fiction; Browsing: History - American; Browsing: Literature,en,False,Text,2676,"Poe, Edgar Allan (1809-1849)",,"""The Works of Edgar Allan Poe, The Raven Edition"" by Edgar Allan Poe is a comprehensive collection of his literary output, likely compiled in the late 19th century. This collection spans various genres, including poetry, essays, and gothic tales, showcasing Poe's distinctive style and exploration of themes like love, death, and the macabre. The book presents significant works such as ""The Raven,"" ""The Tell-Tale Heart,"" ""The Fall of the House of Usher,"" and many others, illustrating Poe's profound influence on American literature and his mastery of suspense and psychological depth.  At the start of this collection, the reader is introduced to a preface that sets the stage for understanding Poe's life and literary journey, giving insights into the struggles he faced, both personally and professionally. The subsequent sections outline key works and achievements in his career, detailing his early poetry, notable prose tales, and his lasting impact on both poetry and fiction. The opening expresses deep admiration for Poe's unique genius, highlighting the interplay between his troubled life and his art, thus creating an engaging entry point for readers new to Poe's work or revisiting it with a fresh perspective. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/25525.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/25525.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/25525.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/25525.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/25525.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/25525/pg25525.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/25525/pg25525-h.zip
932,The Fall of the House of Usher,Gothic fiction; Horror tales; Short stories,Browsing: Fiction; Browsing: Literature; Movie Books,en,False,Text,2651,"Poe, Edgar Allan (1809-1849)",,"""The Fall of the House of Usher"" by Edgar Allan Poe is a gothic short story written during the early 19th century. This narrative provides a deep exploration of themes such as mental illness, family decay, and the interplay between the human psyche and physical surroundings. The story revolves around an unnamed narrator who visits his childhood friend, Roderick Usher, in the Usher family mansion, a place steeped in gloom and mystery.  As the story unfolds, Roderick reveals his deteriorating mental state and the grave illness affecting his twin sister, Madeline. The tension escalates with Roderick's increasing paranoia and the eerie atmosphere of the decaying mansion, which seems to embody his family's tragic history. After Madeline's death, Roderick's mind unravels as he is haunted by visions and sounds he believes are connected to her return. The climax reveals a shocking twist as Madeline emerges from her coffin, leading to Roderick's fatal collapse and the ultimate destruction of the Usher estate. This haunting tale vividly illustrates the fragility of sanity and the overpowering impact of familial and environmental influences. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/932.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/932/932-h/932-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/932.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/932.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/932.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/932.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/932/pg932.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/932/pg932-h.zip
13437,Best Russian Short Stories,"Short stories, Russian -- Translations into English",Browsing: Fiction; Browsing: Literature; Short Stories,en,False,Text,2545,,,"""Best Russian Short Stories"" by Thomas Seltzer et al. is a compilation of significant Russian short stories written during the 19th and early 20th centuries. This anthology features works from renowned authors such as Pushkin, Gogol, Turgenev, Dostoyevsky, Tolstoy, and Chekhov, among others, offering a diverse exploration of themes ranging from the supernatural to the mundane aspects of daily life in Russia. The collection aims to present the uniqueness of Russian literature, showcasing its depth, humanitarian ideals, and engaging character portrayals.  The opening of the anthology contains an introduction by Thomas Seltzer, which celebrates the essence of Russian literature and its profound connection to the human experience. Seltzer discusses the evolution of Russian storytelling, highlighting its significant departure from Western romanticism towards a style that emphasizes realism and empathy for the lower classes. This section sets the stage for the subsequent stories, beginning with Pushkin's ""The Queen of Spades,"" which involves a card player obsessed with uncovering a mysterious secret tied to an elderly countess. This tale, along with Gogol’s “The Cloak,” further illustrates the complexities of human nature, social commentary, and the impact of fate, serving as an insightful introduction to the collection's subsequent narratives. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/13437.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/13437/13437-h/13437-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/13437.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/13437.kf8.images; text/plain=https://www.gutenberg.org/ebooks/13437.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/13437.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/13437/pg13437.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/13437/pg13437-h.zip
